region,activitydate,croptype,irrigationhours,fertilizer_amount
EAST,2023-05-09, wheat ,1.6840947038323266,81.92246628308153
EAST,2023-07-29,Cotton,11.065831479447576,7.498317450547209
unknown,2023-07-24, wheat ,10.68389073288212,50.50687377409895
 south,2023-12-27,Cotton,10.25434188393614,91.8851286000882
EAST,2023-03-10,Rice,10.540513585479829,27.674440171728254
 south,2023-08-16,Cotton,3.89971055167052,52.95006138564655
 south,2023-05-29, wheat ,2.3819611755653582,31.07696274086156
North,2023-08-05, wheat ,4.337424455451398,26.62636173178777
EAST,2023-05-05,Wheat,2.12276330157459,60.80021678101305
 south,2023-03-16,Maize,10.98310916072374,8.653064244048315
North,2023-07-29,Rice,0.5077294676072883,53.26413568087739
North,2023-03-05,Rice,3.468128398908908,53.62567378765413
unknown,2023-03-18,Rice,4.466808730394455,7.149721980208145
North,2023-09-28,Cotton,6.605936587969757,28.72279743518017
 south,2023-06-04,Rice,0.0,48.09289109499852
North,2023-06-27,Maize,5.492118708137182,50.50687377409895
EAST,2023-10-16,Rice,2.998617233146454,66.88866978855104
West ,2023-12-08,Maize,1.071742577716159,50.50687377409895
North,2023-01-16,Wheat,11.606838118942404,59.24603977059056
 south,2023-09-27, wheat ,1.08107921064002,85.02168764959924
EAST,2023-11-01,Cotton,9.75100556950724,50.50687377409895
North,2023-03-07,Cotton,3.651436837063572,80.24166127303883
West ,2023-11-13,Maize,7.794009917968862,48.637451011108325
North,2023-09-30,Maize,0.6675828647171951,10.349907598738485
 south,2023-09-29,Wheat,0.5658473220298657,50.50687377409895
West ,2023-04-14,Cotton,1.1462902846616498,70.94261763111975
unknown,2023-03-06,Maize,10.934518855300691,7.529720891414426
North,2023-05-28, wheat ,5.351144920564979,43.66373694570264
EAST,2023-06-23,Cotton,9.3972215176488,50.50687377409895
 south,2023-08-10,Wheat,0.4544987057487484,24.50265762079377
North,2023-01-03,Maize,5.090073198550211,29.08850777200762
 south,2023-04-09, wheat ,1.7731295159547775,14.303624643151736
 south,2023-05-02, wheat ,10.307989147146763,18.897405479702957
 south,2023-03-29, wheat ,4.477115086195539,45.2700970002407
EAST,2023-05-19,Maize,6.499039016046931,43.03591362105429
EAST,2023-07-20,Wheat,10.894700491084931,3.193429277768034
North,2023-05-20, wheat ,7.159144505754159,50.50687377409895
unknown,2023-09-15,Rice,6.87666092580087,55.51425068959834
 south,2023-04-04,Cotton,3.288917574089923,54.37053018547415
EAST,2023-08-19,Wheat,5.832032002671726,47.001361213718
EAST,2023-05-04,Cotton,11.37850432149911,74.3432867285131
West ,2023-01-15, wheat ,4.692591141292746,81.3981495558201
 south,2023-12-20,Rice,0.0,50.50687377409895
unknown,2023-05-05, wheat ,1.6340961063756736,50.50687377409895
West ,2023-07-22,Cotton,4.414314615559102,42.64040476365134
West ,2023-12-06,Wheat,0.1452704160677047,99.42321808849236
unknown,2023-08-04,Rice,9.07727466018892,79.69920911881042
EAST,2023-07-20,Rice,11.264850021145117,2.5198786177538235
EAST,2023-09-16,Rice,2.0604687725652755,50.50687377409895
unknown,2023-01-10,Maize,5.4544379748650655,57.53234323228267
EAST,2023-01-18,Wheat,6.540308073756957,95.94398186438184
 south,2023-11-20,Rice,7.572385536034729,69.12550243810082
unknown,2023-08-25,Wheat,9.836224630577378,63.4996779877816
West ,2023-06-11, wheat ,7.3769767832551985,50.50687377409895
West ,2023-11-09,Wheat,0.0,87.08182222471316
 south,2023-02-24,Maize,9.417788753192804,71.03933988955046
EAST,2023-04-18,Wheat,0.3882754931163727,85.00933234969854
West ,2023-10-09,Rice,2.129188187662756,7.072845518271631
North,2023-08-27, wheat ,10.389493850433125,57.30354496468377
EAST,2023-09-12,Rice,0.3760325454525954,34.35912023456618
 south,2023-01-26,Rice,7.699442748470361,33.56089618552593
North,2023-06-16,Rice,8.39714495499823,70.54678584067187
 south,2023-08-01, wheat ,0.0,50.50687377409895
EAST,2023-02-07,Cotton,10.754646803532886,32.99808637725935
 south,2023-10-25, wheat ,10.32614267564569,77.0228470239788
West ,2023-03-22, wheat ,4.641043819139318,42.719748168060256
 south,2023-07-08,Rice,8.790167558999288,42.25476234030161
North,2023-05-22,Rice,9.025647159066969,90.44597934003174
 south,2023-10-19,Rice,9.58450409553281,50.88002298138076
EAST,2023-07-20,Wheat,1.1344661652189654,17.8515848369055
North,2023-03-01,Cotton,6.14766745245536,74.50139056800413
EAST,2023-02-15,Rice,10.92994313454878,26.411038413013475
unknown,2023-09-11,Rice,2.607067519510281,84.771113046862
North,2023-10-27,Wheat,2.45652767902486,69.37199437958604
North,2023-11-23,Maize,8.068856225963156,50.50687377409895
North,2023-06-30,Wheat,5.90540021229818,93.5165712350626
unknown,2023-08-26, wheat ,5.289542199627108,96.127802555603
 south,2023-08-05,Rice,11.929399045988635,82.88279065414389
 south,2023-06-23,Rice,6.381336063798575,61.3380575536367
EAST,2023-04-22,Wheat,10.41787706992702,35.96386891948045
unknown,2023-05-22,Cotton,3.7235260082567594,45.55798873414293
unknown,2023-02-23,Cotton,5.851163560577074,78.19020092175924
West ,2023-12-22,Maize,7.434710531958104,19.18113692138895
 south,2023-10-16,Rice,0.0,91.706956322244
 south,2023-08-14,Cotton,10.740945188227824,45.322576341625584
EAST,2023-11-17,Maize,3.474533990681466,90.81256937756402
North,2023-06-20,Wheat,8.743669763485805,12.290594935702847
North,2023-02-22, wheat ,6.169381605805297,22.14324136287752
North,2023-06-09,Maize,0.0,21.598195934422936
unknown,2023-10-18,Cotton,10.650855300276886,50.50687377409895
North,2023-08-26,Rice,9.070478325164888,13.518320222680602
West ,2023-11-24,Wheat,4.707499450920008,62.50162978153659
West ,2023-05-03,Rice,5.001011680331809,51.16491693917461
EAST,2023-08-16,Maize,8.689783599939176,56.17903752205164
West ,2023-04-06,Cotton,7.910804140155207,42.27290126277546
unknown,2023-06-11,Maize,10.227873627794915,40.269068042420805
EAST,2023-02-07,Cotton,8.871598095161179,64.10421406747412
 south,2023-03-29, wheat ,0.0,67.51412261849546
unknown,2023-02-21, wheat ,10.733854529820157,52.64607426188639
West ,2023-12-24,Wheat,8.469872153633839,38.77084576647025
unknown,2023-05-02,Rice,1.3588279379732104,50.50687377409895
 south,2023-06-04,Rice,2.307427979388072,74.0107145494571
 south,2023-09-27,Maize,7.455059300166344,50.50687377409895
 south,2023-07-02,Cotton,6.704386157310682,30.44875825547357
EAST,2023-07-07,Maize,10.637072467076546,23.086946661107422
EAST,2023-05-23,Cotton,8.104201046444079,78.52911509648605
West ,2023-05-27,Cotton,2.0204951400538484,4.821544186346982
 south,2023-12-12,Wheat,2.9756324387084248,62.37781905339534
EAST,2023-04-14,Maize,11.183348787651362,98.088996292849
West ,2023-04-22,Maize,6.586273319336043,50.50687377409895
 south,2023-04-07,Wheat,1.3778782754073613,44.557648746541126
unknown,2023-04-12,Rice,4.473453894415906,49.48371487181402
North,2023-02-25,Maize,0.0,54.47915410154618
West ,2023-02-13,Cotton,9.218520568169698,6.2019547313797
 south,2023-04-01,Wheat,0.0,58.76738159737954
unknown,2023-09-11,Cotton,6.7751488046828765,21.149106908494065
North,2023-06-28,Wheat,7.88709856254442,89.67986055563337
West ,2023-03-17,Wheat,6.276974528727086,50.50687377409895
North,2023-08-05,Cotton,3.3700539214060927,50.2856713562203
EAST,2023-04-25,Rice,7.081221124140771,6.543079790236661
unknown,2023-07-24,Wheat,7.352128240522337,68.97567890100628
West ,2023-10-04, wheat ,9.18697492813836,89.41919125626168
North,2023-04-30,Maize,7.264432680681829,3.3342309118610918
unknown,2023-03-06, wheat ,0.0,54.232992295945856
North,2023-12-05, wheat ,1.4023086470295143,91.69920208666386
unknown,2023-03-31,Maize,5.391265239634086,61.69668908609098
 south,2023-05-20,Cotton,5.2053294407889386,77.63908602387546
unknown,2023-09-05,Rice,6.212013597245289,71.54557122957533
North,2023-08-18,Rice,8.369425625615174,89.98361401151513
unknown,2023-06-27,Cotton,0.0,28.20018813673527
North,2023-08-23,Rice,3.115953384110905,38.25928398092585
 south,2023-01-04,Maize,0.8372996413465907,74.31017877428627
West ,2023-04-02, wheat ,0.2983799170945604,89.03651406011667
West ,2023-07-25,Cotton,9.073161698991276,81.57499411143664
unknown,2023-04-15,Wheat,0.8358383952832034,5.010473359917144
EAST,2023-07-01,Cotton,0.0,86.59601893442824
 south,2023-07-17,Cotton,7.559629236064092,69.3291399047658
West ,2023-05-05,Wheat,0.0,98.04694097366372
North,2023-04-28,Rice,4.093076786805608,92.9424517727081
North,2023-08-10,Rice,11.854592485282636,50.50687377409895
EAST,2023-11-28,Maize,0.7549750635365933,37.04887300410454
West ,2023-12-29,Cotton,9.065113372908574,2.6608908932561404
West ,2023-09-01,Rice,11.638149246594075,78.74191603942681
unknown,2023-09-05,Wheat,4.656524963594037,24.445728931881263
 south,2023-08-21,Cotton,4.777467415942583,90.57469226979508
 south,2023-08-28,Wheat,2.930330302489093,50.50687377409895
EAST,2023-08-06,Wheat,2.782081362065505,50.50687377409895
West ,2023-04-30,Maize,9.15052494255097,25.19854761099044
West ,2023-10-29,Cotton,0.7223751069910329,2.073092483970762
 south,2023-07-13,Cotton,5.017899541403158,42.86822237271686
unknown,2023-08-06, wheat ,5.009628367391214,42.60069019740359
EAST,2023-10-29, wheat ,0.0,86.58750119363701
EAST,2023-12-04, wheat ,8.090983253659308,89.29434977854919
EAST,2023-06-13,Wheat,0.0,26.6599822731432
unknown,2023-11-22,Maize,5.567880334477751,80.8414108054127
West ,2023-04-10,Maize,5.969947311956256,88.1291450938903
unknown,2023-12-31,Rice,7.490295643494646,67.11348046064033
North,2023-01-03, wheat ,1.0049054089667857,2.4327617152925862
 south,2023-08-01,Rice,8.157262852960514,50.50687377409895
EAST,2023-07-17,Rice,0.6315815748632927,0.0484800886869196
EAST,2023-08-28,Cotton,0.8877629974429144,35.65007757619234
West ,2023-07-17,Wheat,6.465578522843991,74.27212032950911
North,2023-08-14,Maize,9.654746233966955,64.43774397234331
 south,2023-09-09,Maize,11.353493710611035,50.50687377409895
West ,2023-06-25,Rice,7.827293610610494,81.74968996129265
EAST,2023-11-08,Wheat,10.900131270701763,49.963974525635614
West ,2023-04-14,Wheat,11.32382196043563,99.03723584567506
 south,2023-01-30,Wheat,3.5454016941190942,83.97685930210179
North,2023-12-20, wheat ,4.914640132111657,94.0882820424396
unknown,2023-04-11,Cotton,2.957022361767272,0.629827442980968
North,2023-05-02, wheat ,10.485912636713334,1.288569314790622
unknown,2023-11-04,Rice,5.719353725258652,66.93687599794494
West ,2023-06-29,Maize,3.656235432156174,90.21044180151476
unknown,2023-07-01, wheat ,6.237699504872476,68.97142219728826
unknown,2023-06-01,Cotton,0.0,14.43542968979984
unknown,2023-03-22, wheat ,8.429920696829905,4.7409542613032425
unknown,2023-06-09,Wheat,2.8468459068885354,2.2352575021205467
North,2023-09-27,Rice,8.038827687188881,74.47974486653625
unknown,2023-11-22,Wheat,0.0,57.55454060606407
 south,2023-11-24,Maize,4.299371175580951,94.1934361949888
West ,2023-10-05,Wheat,0.0,84.44493669871876
unknown,2023-05-13,Wheat,4.702357015135185,50.50687377409895
unknown,2023-07-22,Rice,4.354472806634934,61.34976686296876
unknown,2023-05-03,Maize,6.989750069113232,50.50687377409895
EAST,2023-06-27,Cotton,6.742242862509242,98.09734478478644
 south,2023-07-30,Maize,6.002705906379734,15.253530558379769
 south,2023-03-26,Wheat,1.4256931187511674,50.50687377409895
 south,2023-02-07,Wheat,8.600251395427144,19.92328542486127
West ,2023-03-24,Maize,11.219745771335631,80.6139228772252
EAST,2023-05-04,Rice,11.598834238394872,61.90754271377169
West ,2023-11-04,Maize,0.0,19.80171965419373
EAST,2023-04-29,Rice,7.455128872301245,50.50687377409895
West ,2023-08-17,Maize,9.855119915978577,63.59095450865788
West ,2023-04-16,Rice,4.241315951683935,39.38316857060084
West ,2023-01-08, wheat ,5.143325350776481,25.0781840379994
unknown,2023-09-12,Rice,4.488270271062308,50.50687377409895
unknown,2023-02-16, wheat ,2.2791553893414696,50.50687377409895
North,2023-10-01,Cotton,10.532656896141807,50.50687377409895
unknown,2023-11-09,Maize,6.361505826867516,6.3637301184603645
EAST,2023-09-17,Rice,0.0,12.002755417283206
EAST,2023-09-05,Maize,1.0366906041169657,56.3764016545387
North,2023-06-29,Maize,10.821359898613544,50.50687377409895
 south,2023-01-10, wheat ,4.844724504653958,5.778440705498101
West ,2023-11-27,Cotton,5.38730817099731,55.09557096157859
EAST,2023-08-08,Maize,0.5586673377328841,50.50687377409895
 south,2023-06-01,Wheat,4.7800517438039645,23.14023424497713
North,2023-01-25,Cotton,2.3228490557143786,28.822012734680047
unknown,2023-10-15, wheat ,0.1232825446479926,82.2004621317093
EAST,2023-04-03,Wheat,4.645671794456522,58.67641070387244
EAST,2023-01-03,Cotton,2.130902073383624,22.99985242525337
EAST,2023-03-15,Rice,3.206465401357139,36.56963569989679
West ,2023-10-06,Maize,8.229059013707055,50.50687377409895
West ,2023-09-13,Maize,11.769843139371892,49.761674302427714
EAST,2023-04-02,Cotton,4.24964393853781,55.85252012547941
North,2023-09-05,Cotton,0.0,70.10000353539166
North,2023-04-11,Rice,0.0,26.909733654490744
West ,2023-07-03,Wheat,1.4486746758187543,51.63613951211588
North,2023-11-29, wheat ,9.033025529037657,7.481082794436967
 south,2023-09-02,Maize,11.96113880738555,69.40020436379423
North,2023-10-01,Cotton,3.639567551710005,84.2703919830799
 south,2023-04-02, wheat ,5.22581385579894,0.3197004183641216
North,2023-03-07,Cotton,10.025741416166152,81.51888894256025
 south,2023-06-04,Rice,7.743793510711288,15.2112872143777
EAST,2023-10-21,Maize,0.9443467777495544,76.73484331317937
unknown,2023-10-17, wheat ,0.8965358327534996,50.50687377409895
EAST,2023-12-02,Cotton,8.026384770112479,6.563250427359635
West ,2023-09-10,Maize,0.0,72.90328090570898
unknown,2023-10-04,Wheat,7.453135386773285,50.50687377409895
EAST,2023-11-07,Rice,10.066158442729895,50.50687377409895
North,2023-10-08,Wheat,8.112800297214456,42.20175814496724
West ,2023-10-02,Wheat,0.3112043725965185,45.13353418636182
unknown,2023-03-04,Rice,0.5819859287589635,18.8565632560214
West ,2023-12-28,Cotton,10.652502556529363,9.860062309891472
EAST,2023-08-17,Cotton,4.327893360844596,86.00433519207937
West ,2023-07-23, wheat ,5.924007133620133,0.5612407877265135
 south,2023-02-11,Maize,6.293549285915548,50.50687377409895
West ,2023-12-24,Cotton,5.795084275527503,50.50687377409895
West ,2023-12-28,Wheat,0.0,9.102278907664209
North,2023-04-13, wheat ,10.230846695842688,16.695220027543765
 south,2023-07-30,Maize,3.6761157159109175,50.50687377409895
North,2023-09-08,Rice,0.0,54.11910262803355
unknown,2023-02-22,Rice,9.537276474622727,25.675697258249095
North,2023-03-25,Wheat,4.823434304499301,50.50687377409895
North,2023-07-15,Rice,7.846875559957397,27.796284704122694
EAST,2023-08-05,Cotton,9.942261053485684,54.70606054744769
EAST,2023-07-07,Wheat,6.438652252575155,19.93337220044802
unknown,2023-06-27, wheat ,6.960608892487356,93.0235079353648
EAST,2023-09-29,Wheat,2.7969789144374864,0.362621961578613
West ,2023-01-25,Wheat,11.97542496912032,81.94532965609265
West ,2023-05-03,Cotton,3.2744448260629326,50.50687377409895
West ,2023-09-10,Rice,3.7228239973631103,78.2598229641229
EAST,2023-01-22,Wheat,2.2450953418166875,89.71550625128175
West ,2023-12-18,Cotton,0.0,22.34534123728119
unknown,2023-01-09,Maize,1.1909593705793249,65.94477089261788
EAST,2023-08-05, wheat ,0.0,12.615375860954858
 south,2023-09-13, wheat ,3.685657511219856,76.01615679546184
North,2023-11-29, wheat ,6.074482944279943,50.50687377409895
 south,2023-11-10,Cotton,7.938767363754767,50.50687377409895
West ,2023-11-14,Cotton,0.7611319557628766,49.07719217691733
unknown,2023-12-15,Cotton,4.976456887140018,21.712800525173414
unknown,2023-02-12,Maize,0.958381332762476,66.1048422016961
 south,2023-08-07,Wheat,7.950042630949492,87.76882298639055
unknown,2023-05-26,Maize,0.0,57.804595394385714
unknown,2023-01-28,Rice,8.795514245560042,44.21863351591738
 south,2023-07-17,Maize,9.919674741187412,91.71984949228438
EAST,2023-06-05,Cotton,11.331319052271454,72.17327024572882
West ,2023-04-04,Rice,3.511138409750029,52.87750901226179
unknown,2023-03-25,Rice,5.49166325698628,81.7815192027234
EAST,2023-08-05,Wheat,0.0,42.499841213088885
unknown,2023-08-06,Rice,3.489129296751498,91.07853866280112
EAST,2023-06-19,Maize,0.0,92.3337010039722
North,2023-06-10, wheat ,2.875891526474744,57.80035952117865
North,2023-02-22, wheat ,8.816553529259716,22.85054163779853
 south,2023-01-27, wheat ,9.268216981327848,13.200121290189127
 south,2023-10-11,Rice,3.0509435830618865,11.030082675590435
EAST,2023-07-23,Cotton,0.0,61.49423919151816
unknown,2023-03-31,Cotton,2.546190315394089,53.85813000622042
unknown,2023-07-26,Rice,8.044289016376183,44.89140295281189
North,2023-10-29,Maize,11.265100331488522,24.377820424822872
West ,2023-11-11,Wheat,8.351455018225348,41.73544719618742
North,2023-12-16,Wheat,3.0707331543356977,50.50687377409895
EAST,2023-03-28,Wheat,1.9015697926982424,50.50687377409895
West ,2023-06-30,Wheat,9.77091535692119,24.442705645864915
West ,2023-06-27, wheat ,4.4652596855976885,63.56681023120123
EAST,2023-12-20,Wheat,10.321769035151265,15.503133563063264
West ,2023-05-27,Cotton,9.041152761562202,87.10807629049401
unknown,2023-01-10,Cotton,3.793315318539917,50.50687377409895
EAST,2023-04-19, wheat ,9.31107829777006,9.9647669617287
West ,2023-10-30, wheat ,10.745137306111609,31.496341748559907
 south,2023-07-29,Wheat,3.978728801378451,97.16589797291108
North,2023-02-23, wheat ,6.183768885745682,50.50687377409895
 south,2023-05-18,Maize,3.694916015958959,77.5024612723834
North,2023-04-13, wheat ,5.501553531416624,85.40121785302749
unknown,2023-09-02, wheat ,10.758206250326984,4.15069989044321
unknown,2023-10-07,Cotton,7.4095662696433475,74.89669117812741
unknown,2023-10-16,Maize,3.845617007997276,3.6128840270679854
West ,2023-05-11,Cotton,2.098476401700239,15.625710342337396
 south,2023-07-01, wheat ,6.651843001280458,81.16996753344094
EAST,2023-04-11,Wheat,8.772589665662663,50.50687377409895
 south,2023-11-06,Rice,11.237287807630429,15.61639984777079
 south,2023-03-01,Cotton,11.486626406046945,94.52814795661403
EAST,2023-10-01,Maize,10.486373698344645,50.50687377409895
West ,2023-06-09,Cotton,11.229209909309969,50.50687377409895
 south,2023-01-10,Maize,0.0,8.548507168329012
 south,2023-07-09,Cotton,6.036206567278912,46.029874727105366
EAST,2023-09-25,Wheat,8.385194848723241,25.96479651398101
West ,2023-07-04,Maize,6.134589978450935,28.080391686273853
 south,2023-10-25,Wheat,11.41522309141686,98.8688435079778
North,2023-01-30,Cotton,3.109376031497713,44.63703780270332
West ,2023-12-10,Wheat,4.230139218653614,92.3090591705126
EAST,2023-11-06,Wheat,4.747460750388605,67.68521080497577
 south,2023-06-07,Rice,4.417957463692664,66.20544567689016
unknown,2023-08-03,Rice,3.733426724027786,66.45860329035303
EAST,2023-12-22,Wheat,0.8461619478677083,56.896170971804224
EAST,2023-04-08,Maize,1.5903604067819246,16.34120037262242
North,2023-12-06, wheat ,11.278610604423744,50.50687377409895
EAST,2023-04-26,Maize,4.486283913031789,50.50687377409895
EAST,2023-05-03,Maize,0.5558215030853457,85.84025246506849
EAST,2023-06-17,Rice,4.134725704988565,26.04883245943437
unknown,2023-11-15,Wheat,0.0,0.2624217896283087
 south,2023-05-25,Maize,11.035156538149376,83.63905238141889
West ,2023-01-02,Rice,8.938422348004329,50.50687377409895
West ,2023-10-01, wheat ,0.1787390046342287,20.53675629168763
unknown,2023-05-31,Cotton,4.9695379744633215,67.6623415950584
West ,2023-02-14,Rice,11.055692336564858,9.06822561902626
North,2023-06-23,Maize,2.0968486242448408,42.2944301879385
EAST,2023-11-25,Cotton,0.0,54.87052598366381
West ,2023-02-22,Maize,7.704953308969233,82.77232085265128
 south,2023-07-03, wheat ,10.887539032521286,31.838975871977592
 south,2023-09-04, wheat ,5.946530405381791,97.26913632463526
unknown,2023-05-08,Cotton,2.6929592751376568,45.0572569761401
West ,2023-12-04,Rice,7.024229937482824,67.05392393861187
EAST,2023-12-19,Cotton,6.632201559047875,83.44353157165227
EAST,2023-08-11,Wheat,2.018372498384987,47.38302753665904
unknown,2023-12-12,Maize,11.801089491689469,50.47006428429189
North,2023-09-11,Cotton,9.61678938198154,50.50687377409895
North,2023-10-15, wheat ,2.993569749519884,54.61588663828844
EAST,2023-11-15,Cotton,1.0062377622884946,0.758314004292937
West ,2023-06-16,Wheat,0.4485183747036871,40.57729843735086
West ,2023-10-18,Cotton,0.6584473475461032,43.34014395095511
unknown,2023-11-15, wheat ,4.715114588737817,13.81927644682419
EAST,2023-07-24, wheat ,0.8767667089752997,74.38297237724902
EAST,2023-12-30,Cotton,0.0,86.92930766669267
West ,2023-06-04,Maize,9.40170367881472,50.50687377409895
 south,2023-04-19,Cotton,1.268639858948009,79.33567668792931
 south,2023-08-16, wheat ,8.116638696544609,60.51733311453224
West ,2023-06-25,Maize,9.017869514335512,51.92469744374636
 south,2023-03-14,Rice,0.0617297915433301,68.34019906681398
 south,2023-11-05,Rice,5.86400075823615,3.860985817601448
 south,2023-07-27, wheat ,4.307826906699564,72.5845177250388
North,2023-12-21,Rice,3.365978265718144,96.3653360714182
 south,2023-06-22,Rice,5.812934790276829,54.22004398720895
unknown,2023-06-09,Cotton,8.313281798255218,53.50791048786694
EAST,2023-08-12,Wheat,2.6642279580067347,68.69471308139195
 south,2023-12-26,Wheat,1.8281846501103776,1.3232762376075846
EAST,2023-03-15, wheat ,2.0422447888996174,58.617431492422256
unknown,2023-11-30, wheat ,0.7436158971321527,50.50687377409895
unknown,2023-10-06,Rice,1.3319865271046152,16.340069187862362
West ,2023-11-05, wheat ,1.6070869187039838,61.01622812273968
West ,2023-06-14,Maize,2.2680598840531063,20.895649192382272
West ,2023-01-05,Wheat,7.189347798641283,93.64198087652042
West ,2023-06-15,Rice,6.756845288432747,79.62629163029001
North,2023-11-09,Maize,4.0179433022608,90.05596117240357
unknown,2023-08-11, wheat ,3.2709629771965045,50.50687377409895
unknown,2023-03-01,Cotton,0.0,14.096682105317871
West ,2023-02-11, wheat ,2.0247731374764517,40.56600855659647
West ,2023-05-08, wheat ,0.0,0.4784604090770084
West ,2023-08-09, wheat ,0.9750772839340422,69.1574376855353
 south,2023-03-11,Maize,11.998989349591488,66.13169572217508
unknown,2023-08-14,Wheat,1.912226111097159,2.3892415291207114
North,2023-05-30,Cotton,0.0,35.732776312331374
EAST,2023-05-18, wheat ,4.147720108675657,44.05265916075142
unknown,2023-12-17, wheat ,0.0,41.02749021847279
EAST,2023-06-22,Cotton,9.491619903101,64.25524050054567
West ,2023-12-27,Cotton,3.361720959688948,37.74270180904004
EAST,2023-08-02,Cotton,0.0,90.5605135289643
 south,2023-02-05,Cotton,1.2994073914785873,77.44920609992133
West ,2023-10-20,Maize,9.92351890376121,70.78932900720552
