StationID,observationDate,rainfall,rain_unit,temperature,temperature_unit
S214,2023-03-16,10.220189262358637,MM,44.10766553749348,c
S035,29/06/2023,17.35175209757958,mm,35.66492758728147, celsius 
S227,2023-08-21,1.4907203209407638, INCH,14.99069492071705, celsius 
S101,2023-10-30,,mm,39.03164954838377, celsius 
S131,2023-02-21,22.411991271740227,inch,22.4249996693219,Celsius
S257,2023-09-03,44.68577302928126, INCH,27.091199351433485,c
S005,30/05/2023,32.35144550162299,MM,40.531052240790146,Celsius
S218,2023-04-21,, INCH,21.08297894993109,C
S255,2023-06-23,33.59298404648008,NA,28.349478129570105, celsius 
S398,2023-03-23,20.89580497102888,MM,41.643479961949765,c
S359,18/12/2023,46.635794365722276,MM,35.621535744527876,Celsius
S283,27/06/2023,45.71813678983759,mm,34.96598318365896,c
S393,2023-04-25,24.12577262764769,MM,11.288449638280536,c
S207,2023-03-10,38.96688150233709,mm,13.932791912974023,Celsius
S015,2023-03-21,49.25512878640848, INCH,36.13955273349352, celsius 
S346,09/10/2023,16.561821562957363,inch,41.83753714050863, celsius 
S042,19/06/2023,31.242672460830367,NA,41.41772293633679,C
S380,08/04/2023,,MM,16.701316057653457,Celsius
S179,2023-11-21,27.038673770053556,inch,29.175503035628644,C
S063,07/10/2023,46.65621426151207,inch,21.534616461506353,C
S352,2023-07-25,6.329919799627149,mm,27.65431031360708,c
S231,2023-11-07,25.819104868804565,mm,23.622338783930083,C
S241,2023-07-31,1.2927255687873729,NA,40.9325199890155,c
S052,10/05/2023,15.405233346440422, INCH,30.370390803563097,Celsius
S096,04/11/2023,33.75324760758414,mm,12.239496906549563,C
S388,2023-03-24,39.02045152856894, INCH,40.55565927699024, celsius 
S222,2023-01-31,42.71320200089614, INCH,21.76131311586931,c
S231,05/10/2023,3.830728837465963,inch,27.248547024446157,C
S237,2023-04-16,9.228268339723055,MM,10.90743074692183,Celsius
S143,2023-11-23,20.075100736028173,inch,17.388929670786325,c
S171,13/09/2023,19.06089886881752,NA,13.335654761759585,Celsius
S029,21/07/2023,12.696641132191255,MM,39.86012028933892,C
S036,2023-03-07,46.83450348079277,inch,36.89331778624327, celsius 
S013,03/09/2023,,NA,22.10851161444191,c
S160,2023-03-13,32.85110861317359,MM,22.102934618909465,c
S327,2023-09-11,37.48291693604564, INCH,19.268428307498993,Celsius
S187,2023-09-03,27.19420454896794,NA,10.047779161299973, celsius 
S243,2023-06-12,41.68212071034295, INCH,unknown,C
S086,18/01/2023,49.24203656275192,MM,31.823920357582306,C
S284,2023-11-07,19.59596582656532,NA,29.80436573550434, celsius 
S066,2023-08-29,,NA,41.62664573987291,C
S170,2023-01-08,15.849793349196844,inch,17.02993953955123,C
S045,2023-09-24,3.4501201736935885, INCH,18.998854289680118, celsius 
S062,2023-10-08,1.3536263054466313, INCH,10.981453720001575,C
S134,22/04/2023,11.628635888009264,NA,39.805374385520366,C
S284,2023-12-23,8.115779146194024,NA,25.684468670034924, celsius 
S028,17/08/2023,36.113128965787325,mm,unknown,Celsius
S108,2023-04-11,23.167988151751818,inch,27.48189095149377,Celsius
S044,2023-03-04,, INCH,44.53348660518844,C
S340,03/07/2023,4.089311606168378, INCH,14.491742975575974,C
S286,2023-08-13,0.9703337172714988,NA,38.88771730628379, celsius 
S331,25/12/2023,21.756520549251494, INCH,13.141192581742196, celsius 
S128,06/12/2023,,MM,44.714391995795104,c
S348,2023-05-13,31.098413314561686,NA,28.452110811419434,C
S231,2023-01-13,25.582547314306442, INCH,19.04450181059833, celsius 
S190,24/09/2023,,MM,18.211662835502317,c
S225,2023-02-18,41.92700705785816,NA,38.78824919090166, celsius 
S385,2023-07-31,26.856591570952325,mm,26.704479110581076,C
S377,2023-11-16,45.34059017066024, INCH,13.946409782512813,C
S283,08/06/2023,46.6420794887427,inch,25.0479577636114,C
S121,2023-03-08,12.218195155423578,MM,30.796236229880503, celsius 
S116,13/09/2023,48.87480504957145,NA,28.17443586678164,Celsius
S233,2023-06-06,49.29638326629761, INCH,43.31093473916676, celsius 
S259,2023-12-05,3.248246734108312, INCH,29.38877052081162,c
S359,2023-07-29,0.118270510466284, INCH,24.21269052653974,Celsius
S198,2023-04-11,2.9299304182351382,mm,unknown,Celsius
S137,07/03/2023,, INCH,38.08489042995422,C
S318,2023-03-05,40.40254428621154,inch,26.422225274116062,Celsius
S165,20/09/2023,25.228107457408537,inch,17.687214766513378,c
S225,2023-05-08,14.81338844440977,mm,14.902965144380664,c
S307,2023-06-12,2.7502391763564447,mm,11.374305318216058,C
S234,2023-05-26,19.792293284997687,MM,17.012351315613255,C
S172,2023-08-28,1.8081507464479618, INCH,21.07980986016588,c
S152,08/01/2023,8.63617991568318, INCH,21.91408343662735,c
S315,2023-10-10,43.93618022230146,NA,35.58753695590607,Celsius
S374,2023-06-05,38.08127978496239,MM,33.71901570487304,Celsius
S160,26/05/2023,49.78572072478114,mm,23.796375298190334, celsius 
S096,26/06/2023,44.72113413657643,NA,13.931605206000526,C
S233,20/04/2023,,mm,18.402152016694863, celsius 
S180,06/02/2023,8.737214069188587,inch,33.944406458341284,C
S113,2023-01-07,,inch,unknown,Celsius
S318,06/11/2023,30.026721455546046,mm,33.48707754687527, celsius 
S052,29/01/2023,45.89546371666191,inch,22.739486457102885,c
S268,28/05/2023,39.05092770258237,inch,13.177060987714729,C
S295,07/05/2023,38.73677973560758,NA,21.151782481268945,c
S386,2023-06-28,16.236894397189566,mm,13.075638980391284,C
S387,26/11/2023,6.220731074371077,NA,17.100191618716423,Celsius
S113,2023-08-20,18.452782490435688,MM,17.348730206886046,Celsius
S101,2023-04-04,10.421610841934436,inch,39.85799215314459,C
S113,13/11/2023,,mm,28.3235806590245,Celsius
S081,19/03/2023,22.965855731792555,NA,35.52187657115604,C
S187,22/05/2023,,inch,15.492057322437367,c
S113,2023-07-30,32.89920397802488,MM,23.84120813528267,c
S002,06/03/2023,3.454817132087462, INCH,37.45466544040704,c
S130,20/10/2023,45.89177391753801,MM,23.823518102512335,c
S220,11/09/2023,28.915653219090014,MM,30.963536276089467,c
S054,2023-04-25,23.049430658350968,inch,13.225563349161307,c
S343,09/05/2023,12.45529220791936, INCH,38.906998112423146, celsius 
S224,2023-06-08,27.394687789875444,inch,36.577050430413664, celsius 
S225,2023-02-15,14.358404699996214,mm,23.59470336899461,c
S385,2023-11-11,19.726382504527212,inch,44.290839707365066,c
S126,02/04/2023,44.42727508562548,mm,25.34519855727973,C
S130,2023-03-22,,NA,31.3313838233362, celsius 
S053,15/05/2023,17.401684806446898,inch,27.92607876402792,C
S172,16/05/2023,32.79211454463803,MM,19.797977222050392,c
S218,2023-08-21,36.238781108300635,inch,25.669481783461816, celsius 
S160,2023-04-04,5.745870609780779, INCH,27.568968905797895,Celsius
S198,02/03/2023,46.81186459246496,MM,23.21923515036348,C
S247,2023-07-08,,inch,20.349921019258446,c
S324,2023-03-08,3.3448985674380594,MM,35.87037897038668,c
S203,14/11/2023,38.104893426195844,mm,15.514165386498348,c
S184,05/12/2023,38.57374697734758,mm,unknown,c
S123,26/06/2023,33.30447953488383, INCH,41.44272700007372,c
S255,2023-10-13,26.082905309177107,inch,40.7221183049503,C
S294,31/01/2023,14.431864791677457,MM,23.834422597092665,C
S280,17/06/2023,41.9991734673798,mm,17.686379014650566,C
S325,2023-12-15,34.93775202729593, INCH,unknown,Celsius
S372,2023-02-21,, INCH,25.705247498169626, celsius 
S098,09/02/2023,22.715827521459143,MM,21.757833996904637,C
S198,28/02/2023,23.52638732970103,mm,41.500974355823175,C
S395,2023-04-29,39.569430927468666, INCH,14.01754854079638,Celsius
S240,2023-06-07,49.65243977705177,NA,16.441217492663252, celsius 
S144,2023-06-16,44.82032441709623,MM,25.755861981842997, celsius 
S097,2023-02-26,14.873932918323613,inch,25.47150111832544, celsius 
S201,2023-03-24,47.6808720885881,NA,14.795056865340545, celsius 
S124,02/03/2023,9.898422621570674,MM,20.117782177189248,c
S187,2023-12-06,21.072294363343357, INCH,22.864604807477125, celsius 
S326,14/07/2023,44.34699608165775, INCH,35.45629043541663,c
S349,2023-11-28,,inch,44.64325965731739,Celsius
S259,27/06/2023,17.611658086299332,mm,43.43836629632963, celsius 
S148,05/11/2023,49.73829971026856,inch,33.40594420365638, celsius 
S252,2023-12-26,22.55101379300309,mm,20.557966056908974, celsius 
S346,02/09/2023,47.37269816501344,NA,29.407003784881933, celsius 
S147,26/12/2023,13.70155249350929,NA,24.552561636654136,c
S148,27/04/2023,25.041334000886216, INCH,10.407403046342113, celsius 
S352,2023-06-03,19.137158257085286,inch,21.586809371027492,C
S199,29/03/2023,28.208820053244583,MM,23.054344300485404, celsius 
S308,01/11/2023,44.92036278436885,MM,16.172094497151914,Celsius
S128,2023-06-12,49.54394791035373,MM,11.08806977890237,Celsius
S039,09/09/2023,25.0533063127447,MM,unknown,c
S338,03/02/2023,8.751610336527389, INCH,10.215182088398311,Celsius
S360,2023-11-21,2.5238354486593337,MM,41.10545971081211,Celsius
S129,2023-09-22,7.976240530134443, INCH,13.91468721597405,C
S267,01/05/2023,37.3229647662667,MM,35.204291682132364,Celsius
S151,30/07/2023,29.715791596812878, INCH,28.456552167976017,C
S298,20/12/2023,37.43940547222234,inch,40.558230301435486,Celsius
S099,2023-08-16,47.69865163594337,NA,19.685426784946387,C
S263,2023-11-08,35.34126864495201, INCH,38.90295080254518,Celsius
S252,2023-11-21,38.877490256563966, INCH,42.917339463523604,c
S144,2023-03-02,21.35723179989964,NA,21.712854925516545,C
S346,24/10/2023,25.566121093137443, INCH,11.12705602456854,C
S112,31/07/2023,41.16436009110772,inch,39.64551031086235,c
S060,18/01/2023,,mm,17.921503978953602,C
S369,19/12/2023,26.774957535903127,NA,27.24650049549506,C
S002,12/12/2023,, INCH,29.833512571689848,c
S385,01/02/2023,30.14164486858514,inch,36.01106424189486,C
S304,08/05/2023,,MM,24.9585805512162, celsius 
S254,2023-07-21,29.511121506630516,NA,34.571211475690326, celsius 
S140,2023-09-19,23.19448743286598,MM,30.916861570682393,C
S037,2023-03-06,5.08613201002327,inch,20.635922686837894,c
S160,24/05/2023,42.85727389952177,NA,24.651799682243542,Celsius
S009,2023-03-24,29.065804281800002, INCH,32.14072226826784, celsius 
S233,2023-03-31,45.14739491859069,mm,36.92189360333097,Celsius
S099,18/01/2023,,mm,17.877102132477496,Celsius
S147,22/03/2023,25.878968930035096, INCH,12.241555506378699,c
S304,12/09/2023,33.902550029891145,inch,35.44955071310524,C
S208,2023-01-31,44.76919819279972,MM,16.94041573269243,Celsius
S131,2023-06-17,,inch,40.96803140652374,Celsius
S152,2023-12-02,12.196805339494293,NA,23.16194542692938,c
S054,30/08/2023,,mm,36.89460267337366,Celsius
S120,2023-07-20,20.944188228854504,mm,19.431687457017762,Celsius
S161,25/10/2023,1.8837701121602268, INCH,31.43253842542768,C
S116,14/04/2023,18.54908072520784,NA,17.46446952300874, celsius 
S075,08/09/2023,7.177973369360241,NA,25.12236586083771,Celsius
S113,26/07/2023,41.35708519893765,mm,35.247253418846,C
S104,2023-08-21,39.111003700031134,MM,38.21477739378875,Celsius
S340,13/03/2023,8.756061493695649,NA,unknown, celsius 
S254,2023-09-05,14.233578102029615,inch,30.577300323362017, celsius 
S227,2023-03-20,28.497381854376403, INCH,17.123407180229165, celsius 
S112,2023-12-25,12.46889027817168,inch,10.350883477463492,C
S099,21/12/2023,2.7772468098103023,NA,17.353860615558744,Celsius
S153,12/06/2023,38.266961285394075, INCH,16.605693702399833,C
S349,01/12/2023,4.556198877200507,mm,37.19907745840295,C
S384,26/02/2023,33.88860796389099,inch,10.987089224907798,c
S366,19/03/2023,7.492691355559056,inch,27.45252141311332,C
S338,2023-04-01,0.38386708706670825,inch,21.80810404403968, celsius 
S194,04/02/2023,28.1249217238145,inch,18.284646888023104, celsius 
S310,22/12/2023,14.233712869864895, INCH,36.07117228800625,c
S163,2023-03-12,6.503674313883695,MM,18.9986579737899,Celsius
S208,08/07/2023,34.248659545850565, INCH,unknown,C
S169,2023-04-24,32.20688697189738,NA,38.845857487052946, celsius 
S161,2023-01-07,20.569103459660028,MM,26.09738912457885, celsius 
S068,2023-12-08,4.429831044717403,inch,33.924397434443435,C
S289,10/09/2023,23.292248681001226,mm,44.84482217693591,C
S398,20/12/2023,5.208326933799179,mm,34.77546352273202, celsius 
S277,2023-11-18,49.71691643308597,mm,unknown,c
S304,09/10/2023,11.735755942316766, INCH,22.636918784885864,C
S384,03/12/2023,0.15518151664954405,NA,18.49281896166732, celsius 
S392,09/09/2023,11.001436274939602,NA,15.075168709416381,c
S135,02/04/2023,30.982048428621095,MM,33.73072436787441,c
S195,2023-03-04,48.82235403691213,mm,43.7013381509831,c
S128,03/05/2023,26.27128946139004,mm,29.023326060030026, celsius 
S033,23/01/2023,22.2535351744092,MM,24.732468328437655, celsius 
S176,25/10/2023,,inch,43.41707485360184,Celsius
S371,2023-07-24,8.248499761951761,mm,19.80607625373302,c
S375,22/03/2023,9.888747164516442,inch,20.72776481877099,c
S022,11/07/2023,19.034888469910477, INCH,35.76442791676523,c
S238,20/04/2023,37.375111780627755,inch,23.393398222076392,C
S158,09/04/2023,15.125757279884123,MM,31.535123609634237,Celsius
S038,2023-01-13,23.495881962672104,inch,31.491036925743895,c
S230,12/02/2023,46.96736001327556, INCH,22.518950879677195,C
S365,20/04/2023,43.63953597667374,MM,26.767342191197834, celsius 
S051,2023-11-02,47.3512201073131,mm,44.905966552722546, celsius 
S264,15/05/2023,8.340768150602345,mm,42.20608404120557, celsius 
S283,2023-09-28,24.107090732789654,NA,12.662894637221626,Celsius
S027,2023-10-05,35.655326331548395,NA,21.478358126434742,c
S226,2023-12-14,36.64477326685041,mm,38.43331770805048,c
S277,24/09/2023,, INCH,12.26958390830764,c
S286,2023-11-05,41.03785703970128, INCH,34.01134621625117,Celsius
S097,21/02/2023,2.1358919669005827,mm,32.52195250359661,C
S284,2023-01-01,9.84549442557991, INCH,25.695886492655532, celsius 
S367,25/12/2023,16.397468465743554,MM,18.22949541848568, celsius 
S317,2023-12-26,36.445255509871814,inch,11.200733334505387,C
S304,28/03/2023,45.08658404074622,MM,11.311587193438328,c
S147,25/08/2023,26.44304352006802,MM,43.565567177205935,C
S004,13/06/2023,35.408461156650326, INCH,41.636713071503664,C
S035,30/12/2023,,mm,24.3979831835221, celsius 
S192,2023-01-29,46.22463336021862,mm,35.54413011875484,C
S049,2023-11-02,45.00451132827295,mm,41.36200047582658,C
S017,2023-01-11,40.39532431678538,inch,29.476067924820175, celsius 
S172,08/09/2023,,mm,11.721345368626704,c
S220,18/10/2023,18.65594090232967,mm,38.64166335799757, celsius 
S158,10/11/2023,20.82164118266135, INCH,35.48654630772451,c
S046,2023-04-24,0.21702569076579303,NA,38.88772441591024,c
S373,2023-06-06,11.554947308440006,NA,40.895284809573965,C
S006,2023-01-11,35.690437273424365, INCH,20.483951570080148,C
S099,18/09/2023,27.219525823135076,mm,39.65142551379945,C
S380,15/06/2023,,NA,unknown,C
S233,21/10/2023,1.4578274943065572,mm,40.26460544717202, celsius 
S037,2023-12-02,18.914485812227465,MM,44.465627139237256,C
S280,2023-01-06,35.36369355956323,inch,32.22862872682873,Celsius
S349,10/02/2023,6.685024859210836,mm,24.252103652871874,C
S302,26/01/2023,24.981108861841143, INCH,21.12141225725753, celsius 
S181,2023-08-15,0.7925992480060096, INCH,41.90115472909969,c
S095,2023-03-24,9.007672938361432, INCH,16.549694076198968, celsius 
S099,2023-12-19,46.90945615278102,inch,26.70941827704843,c
S188,30/03/2023,29.966614500229472,mm,18.28403772680523,C
S116,19/02/2023,37.96152054964393,NA,41.57017598189758,C
S191,11/07/2023,,MM,unknown,Celsius
S253,2023-03-22,11.729543448547592,mm,39.06191388508971,C
S161,11/12/2023,9.595960677851373,inch,19.67292610255663,c
S256,2023-11-08,13.737933684676973,mm,43.8952276605453,Celsius
S323,27/11/2023,12.915729584506941,MM,39.208787106006874, celsius 
S128,06/06/2023,28.176488915387893,inch,26.17904022204838,Celsius
S018,25/07/2023,35.284424601559756,NA,44.09409703465824,C
S281,2023-02-06,27.42189974226773,mm,32.362098281956406, celsius 
S223,2023-12-26,14.952523382975357,inch,17.413958230803296,Celsius
S054,2023-11-18,34.740821463800415,mm,13.042025781612221, celsius 
S058,2023-03-05,,inch,13.007636012011659,Celsius
S323,13/02/2023,31.926949933246856,MM,19.967555720584226,c
S360,06/09/2023,10.578764638652343, INCH,33.49233018090635,c
S174,2023-02-19,47.98173323171036,mm,11.88518525857227,c
S280,2023-06-08,16.387178450634394,inch,26.639493777933755, celsius 
S114,09/07/2023,18.48464502063349,inch,32.167120074754685,C
S288,2023-05-16,27.025333874059047,inch,21.68035011362985,C
S342,2023-04-27,2.4845964911146714,MM,12.062566492406123, celsius 
S151,2023-12-18,9.558367249559307, INCH,12.106135890366534, celsius 
S127,2023-01-08,40.63467901501967,mm,38.04565119952455,C
S155,2023-03-04,39.69373833628694,inch,18.949021579263537,C
S386,15/05/2023,7.091069594443239,mm,unknown,c
S273,11/03/2023,29.484391597819272,mm,21.372155859457386,Celsius
S104,19/02/2023,3.313014337679454,inch,42.72057201266364,c
S393,02/07/2023,3.7310942190585727,NA,44.83378304688747,C
S299,2023-07-27,39.980133325479095, INCH,37.920236427099965, celsius 
S246,2023-04-29,23.526518457232537,inch,30.949513080083705,c
S176,2023-01-06,46.32695498354471,MM,11.230995957217385,C
S039,27/06/2023,23.906111057303914,mm,29.997081951588854, celsius 
S170,2023-03-07,40.34799877644267,mm,unknown,C
S247,2023-01-21,31.938259057503736,mm,41.01618692775867, celsius 
S026,27/08/2023,21.52997400483218,MM,18.069423290301057,c
S355,02/04/2023,27.743549907487136,inch,32.46700182365329,C
S306,2023-07-16,46.711439808427585, INCH,26.58843355006177,c
S013,2023-03-04,3.7927966054752185,inch,29.196541453436176,Celsius
S316,2023-06-08,26.47354741645289,NA,23.716931371952406,Celsius
S391,02/07/2023,2.5923001799271814,MM,19.003455901545117, celsius 
S313,16/05/2023,27.772018677579542, INCH,11.559801693274045, celsius 
S036,21/05/2023,30.346513987761657, INCH,28.347224584113732,C
S173,08/07/2023,40.37479542288541,NA,11.687894308527563,c
S020,2023-04-11,39.90905082095465,NA,42.221779812325565,Celsius
S321,2023-10-21,0.504661922383437,MM,38.902125946147734, celsius 
S264,05/01/2023,3.559524144649029,inch,43.232883563121696,c
S400,13/03/2023,,mm,31.90573972669536,c
S142,2023-11-24,9.143370548279123,mm,unknown, celsius 
S371,21/03/2023,26.406607228484404, INCH,13.184538030783143,C
S143,2023-05-24,11.585907810977963,NA,22.060104247340547,C
S092,24/09/2023,41.72962273176865, INCH,39.41679086455191, celsius 
S354,08/12/2023,34.045288394336744,MM,14.404378902830079,C
S322,03/09/2023,21.77691986917136, INCH,22.038683432289073,Celsius
S288,24/03/2023,11.232101766776703,inch,23.260315941234584, celsius 
S215,2023-10-15,32.96825976254861,inch,33.86296719344645,Celsius
S342,2023-12-02,,mm,18.129842555733738,C
S051,2023-10-14,29.455553269629497,MM,35.01658782325861, celsius 
S153,01/01/2024,33.40517535916201,NA,15.391116043213728, celsius 
S186,02/10/2023,6.883354563315808,mm,28.946745268589492,c
