region,activityDate,cropType,irrigationHours,fertilizer_amount
North,2023-09-04,Cotton,5.78742010261149,84.15638371288836
West ,2023-12-28,Rice,1.6685971789132998,78.01138786229068
West ,2023-01-03,Rice,1.7288392876403598,6.65051823088465
unknown,2023-06-06,Rice,7.862828462126586,43.895064546841034
EAST,29-01-2023,Cotton,9.854372698853755,27.19953292163133
EAST,2023-09-26,Cotton,7.164370344680883,7.897381050089547
 south,12/29/2023,Cotton,0.5050445636047387,72.53256514610158
unknown,26-02-2023,Maize,,84.01134722306266
EAST,11/29/2023,Maize,7.377783495591769,NA
 south,18-03-2023,Rice,6.624522152412641,71.58704930494557
 south,2023-04-24, wheat ,,89.1785945592955
North,01/22/2023,Wheat,9.2808366066858,40.04142337502531
unknown,2023-05-05,Cotton,4.812964954661515,79.55946138435333
EAST,03-03-2023, wheat ,8.552854843332835,46.02962536555152
unknown,2023-08-22,Wheat,4.165264098994982,46.50177572761994
 south,26-07-2023,Wheat,10.165399779517074,NA
West ,2023-06-15, wheat ,3.2090789763725027,72.26467988991773
unknown,18-07-2023,Cotton,1.5802565315345287,24.784350594206416
EAST,2023-01-03,Maize,7.036857400179782,42.96916613262846
EAST,07/21/2023,Maize,0.23034815715772616,42.82991701515816
unknown,2023-01-13,Cotton,0.33953174367712746,80.11523525931011
EAST,27-07-2023,Cotton,,NA
unknown,20-01-2023, wheat ,6.714531464078583,55.86818837478429
West ,09/27/2023, wheat ,3.226997577459355,NA
unknown,20-02-2023,Rice,0.27704713774309564,NA
West ,05/25/2023,Cotton,8.681808829194889,39.9616396674485
North,21-05-2023,Maize,10.189323199703413,7.679984024939801
 south,12/16/2023,Maize,3.1179104277217777,2.53994757889372
North,06/10/2023,Rice,5.614311814868789,67.06361679287366
 south,2023-05-19,Cotton,,2.9612307477389743
EAST,12-12-2023,Rice,2.611334768497715,44.9783450204685
 south,02/19/2023, wheat ,1.4397848178160246,20.815045760065676
 south,09-07-2023,Rice,3.582093314170845,13.213912175472608
EAST,01/12/2023,Cotton,0.7705651699112712,12.802104170773433
North,2023-08-09,Wheat,8.615277403334977,64.46134875094502
unknown,12/21/2023, wheat ,8.427395449431717,71.82093196603836
unknown,2023-11-24,Maize,7.303832509547037,52.203447423716476
unknown,11/10/2023, wheat ,1.8527215768762089,NA
North,03-05-2023,Maize,0.42339508804750725,0.4131945342768839
EAST,2023-07-20,Cotton,1.7294010257774644,81.25368143209467
 south,2023-10-27,Maize,3.567056148990067,97.81229713183528
EAST,07/13/2023, wheat ,9.25584392238018,72.30390348786707
unknown,02/10/2023, wheat ,5.934764786722395,82.01046003418757
North,12-11-2023,Rice,10.577522757345397,80.24178731972412
unknown,02/10/2023,Wheat,7.919544584526665,81.39119202849152
EAST,05/26/2023,Cotton,6.57807050209654,5.215649209899331
North,19-09-2023,Wheat,7.462954946558449,NA
EAST,09/27/2023,Rice,7.736506735585184,78.5935662161714
 south,17-12-2023, wheat ,8.725393340854394,1.5262284799750891
North,2023-08-27,Cotton,,21.96327346099477
 south,14-12-2023,Maize,11.181026711254178,88.95699767697731
unknown,09/24/2023,Cotton,4.493186599055797,58.76464783604482
North,17-08-2023,Wheat,1.65630997076563,42.0112169548556
 south,2023-03-15,Maize,0.7630307438468296,6.279745303500861
EAST,04-09-2023,Rice,2.2758187156557717,81.92911138451134
unknown,08-10-2023,Maize,,7.020879382607603
 south,10/22/2023, wheat ,5.7997746506681995,21.372713698705347
 south,12/31/2023,Maize,1.0092135663500201,23.084116489260754
unknown,15-09-2023,Rice,10.138578172721584,27.1120068419612
West ,25-01-2023,Rice,11.882035285821104,57.94599543419493
West ,2023-08-04,Maize,1.1822551093528482,84.59964003952494
unknown,13-01-2023, wheat ,11.643181400690175,24.188682334470325
unknown,2023-01-20,Wheat,9.713581518760474,37.50132942695631
unknown,2023-03-12,Cotton,0.13020141485651893,37.99033058393122
unknown,10-12-2023, wheat ,8.092876207148283,42.08827783510114
West ,21-05-2023,Wheat,9.383518049324161,98.74842160778938
West ,2023-10-18,Wheat,3.239243894624509,NA
North,22-06-2023,Wheat,11.68840562156737,72.39079912628198
EAST,2023-11-25,Wheat,5.955108529557792,63.96496921744127
 south,2023-04-14,Maize,0.3331975940157341,25.27690846654631
West ,2023-04-17,Maize,,60.17776036397486
 south,11/28/2023,Rice,4.767790246021633,80.65119595807391
West ,18-07-2023,Maize,1.3231976956559173,NA
unknown,2023-06-25,Cotton,10.38666508164421,25.85391199891893
EAST,2023-11-21, wheat ,6.77188351781561,46.93802289323631
 south,11/05/2023,Cotton,2.608112969497929,94.46167165407516
EAST,2023-02-13,Rice,,95.19565346620396
West ,01-07-2023,Cotton,10.636311873312334,47.18411491738669
unknown,10/14/2023, wheat ,11.968919768705351,31.495652019899158
unknown,02/05/2023,Wheat,0.10745501059823814,13.690790023841737
North,11/20/2023,Cotton,2.722775677987849,72.88897985510737
North,02/24/2023,Rice,4.924600480595539,NA
North,13-09-2023,Wheat,1.0977379483525347,NA
 south,21-04-2023,Rice,1.0571291929825581,14.817314245208157
unknown,15-01-2023, wheat ,11.820176853115454,37.60635804463897
EAST,01/01/2023, wheat ,11.215986955189175,71.3748742389349
West ,04/07/2023, wheat ,5.227195970169433,NA
EAST,2023-11-17,Cotton,8.233584347354297,81.70749549339953
West ,03/20/2023, wheat ,0.42536002846896803,61.174255245514175
North,2023-09-12, wheat ,11.266163947557203,NA
West ,06/24/2023, wheat ,6.3856768879024415,36.88104860712744
 south,2023-06-24,Wheat,,11.300653960174966
EAST,06/24/2023,Wheat,11.953073644478044,80.59400655616
EAST,27-08-2023,Wheat,11.098851328160134,50.08283929825451
West ,03/08/2023,Rice,3.199702850106239,NA
EAST,24-12-2023, wheat ,10.634284982922624,69.17660693583586
 south,2023-10-12,Cotton,5.231487545374977,25.514786813003443
West ,04-03-2023,Rice,4.111107548132183,54.372424025564094
unknown,2023-08-28,Wheat,6.149938053367176,7.942271849365124
EAST,12/17/2023,Rice,0.699144006032836,NA
 south,2023-01-27, wheat ,4.608744426062179,61.59221960086967
North,2023-01-17,Wheat,2.471692795434095,12.78774021735536
West ,07-12-2023,Maize,8.812166014134483,NA
unknown,2023-10-25,Cotton,4.041352225437995,69.71177245625681
EAST,15-11-2023,Wheat,0.28402527143907275,NA
West ,08/30/2023,Wheat,0.7414477541818938,77.05425838730456
North,17-04-2023,Maize,0.8535329804271292,20.11930886733958
unknown,07-10-2023,Rice,,NA
 south,10-10-2023,Rice,2.447802142746709,31.539720231278213
North,24-07-2023, wheat ,,44.676394702883194
West ,2023-09-26,Rice,11.80205974855113,53.89239991711165
North,2023-11-18,Wheat,9.519323760634018,54.97144908949523
EAST,10/22/2023,Rice,5.479459545987021,15.433267025974084
West ,06/27/2023,Cotton,7.35559339580389,95.38741714830098
North,2023-08-07,Rice,10.306894402160497,NA
West ,09/26/2023,Cotton,0.20395558046395212,27.231845122336384
North,2023-01-25,Wheat,9.307051942434615,27.938600948203018
 south,04/22/2023,Rice,4.241428042765369,54.30730437667211
North,12/26/2023, wheat ,0.9757913741926614,89.1338870313849
EAST,2023-08-24,Maize,5.6877542623131925,0.45212131676511946
North,2023-10-23,Rice,2.6362533672842106,NA
West ,18-09-2023,Cotton,5.819366835449504,92.31427326943896
unknown,2023-06-17,Cotton,3.3289208343199164,NA
North,20-11-2023, wheat ,3.0357839929432027,85.25652929956665
unknown,18-10-2023,Rice,4.991583855014266,38.46663385534348
North,01/31/2023,Cotton,3.744475210865559,33.867559785577036
West ,07/27/2023,Maize,5.936149927769113,71.39110283800201
EAST,01/26/2023,Rice,0.09088918545483393,26.373882820747873
West ,2023-11-22,Rice,11.498737213540146,NA
EAST,02/08/2023,Maize,,66.75329981141554
EAST,08/20/2023,Maize,0.5623715348433569,92.5458737832631
EAST,02/26/2023,Rice,0.46850690378908944,85.38569118026926
unknown,01/31/2023,Rice,,6.023662243528804
North,2023-09-29,Cotton,0.6179716904065384,8.617054567550298
North,14-08-2023,Cotton,9.698297587168366,71.88032720709737
West ,07-02-2023,Rice,9.207308315486603,80.40210227450368
EAST,10/30/2023,Rice,8.858470170440041,NA
West ,20-06-2023,Wheat,0.19655204849891517,67.86124017389052
EAST,07/29/2023,Cotton,8.507057125001985,91.46752308247582
unknown,03/30/2023,Cotton,,98.22011425664063
North,2023-12-10,Rice,10.593912733860373,80.53550062878216
West ,07/08/2023,Maize,11.558476359608468,25.740242213423357
EAST,2023-03-20,Rice,6.662205896065663,67.5556754313827
EAST,2023-03-02,Rice,3.318095430002368,88.2111079944509
West ,11/24/2023,Maize,6.223481139311542,39.646089475961986
North,02/22/2023,Maize,4.057065991539883,93.25895567828755
 south,2023-06-10, wheat ,,60.75038125977209
 south,16-05-2023, wheat ,,6.6733149098121665
North,09/21/2023, wheat ,1.9932383072069575,70.19661670145129
North,07-07-2023,Cotton,0.347967948714508,79.64182192577304
unknown,2023-04-21, wheat ,4.660897558011383,23.222413000900932
unknown,06-03-2023,Maize,1.244897118816609,35.089351714520575
 south,09/05/2023,Maize,6.953697930478166,86.1412536185749
West ,27-07-2023,Wheat,2.1215566114372595,99.57700844611817
North,2023-10-22,Cotton,1.9623255763787433,52.97498562037
EAST,08/24/2023,Maize,8.570058773595244,13.941026157731118
 south,08/26/2023,Maize,0.9599918443753865,11.945871224313098
unknown,16-06-2023,Wheat,,92.29629344931412
North,2023-12-22,Wheat,4.416834520961334,0.971321698015315
EAST,07/08/2023,Rice,10.724730279257262,NA
EAST,05/04/2023,Rice,1.6954273831336937,16.320127693126494
unknown,25-02-2023,Wheat,1.6240473955960555,49.146605235378274
North,30-10-2023, wheat ,8.76858737475658,1.682064997566901
 south,2023-05-16,Wheat,10.477224099072217,1.7748683232806317
North,11/18/2023,Rice,9.33325194491834,81.24983320314078
 south,18-01-2023,Cotton,7.501254637843471,46.751959092704176
North,16-10-2023,Cotton,9.788786958843449,98.16080208930794
 south,2023-02-24,Cotton,4.292154012274729,NA
 south,12-02-2023,Cotton,0.4136537414935897,71.38728750302216
unknown,01/25/2023,Rice,9.597356577852697,4.6315830160604925
 south,11/10/2023,Maize,11.347303171590132,45.38388713170093
unknown,11/24/2023,Cotton,3.269557819561623,93.57006408493862
North,08/22/2023,Maize,8.459571940710282,15.466862697336436
West ,10/08/2023,Wheat,4.0703223118441905,39.22261182906528
EAST,2023-09-24, wheat ,1.095570554643313,57.740962279649445
unknown,17-09-2023,Rice,3.442105082462869,66.96000403891112
 south,04/25/2023, wheat ,0.16694722986263644,54.21640207244414
EAST,2023-05-09, wheat ,1.6840947038323266,81.92246628308153
EAST,11/14/2023,Wheat,6.192200998213407,87.12365753235375
North,24-07-2023, wheat ,6.2780317786639195,67.45387791506144
unknown,24-12-2023, wheat ,9.93109317598612,44.31983859349794
unknown,04/05/2023,Maize,9.864121456261008,64.74411991253326
unknown,10-04-2023,Maize,,21.18434156926692
EAST,2023-07-29,Cotton,11.065831479447576,7.498317450547209
unknown,2023-07-24, wheat ,10.683890732882121,NA
 south,08-11-2023, wheat ,1.6891239066423123,84.05033200386511
 south,2023-12-27,Cotton,10.254341883936139,91.88512860008821
West ,10/01/2023,Maize,11.64082930081032,23.420849691988078
West ,02-11-2023, wheat ,11.8970152876417,9.744992173520028
EAST,10/28/2023,Rice,2.6221124638829933,39.03948166265276
North,09/20/2023,Cotton,1.5000939153537485,NA
West ,06/14/2023,Wheat,3.964776490623343,23.6998742394672
 south,07/22/2023,Wheat,,32.59029016987316
EAST,2023-03-10,Rice,10.540513585479829,27.674440171728254
North,07-02-2023,Cotton,2.2451743813894316,49.10025230988747
West ,01/10/2023,Rice,5.484823139945251,85.63669228011976
unknown,20-08-2023,Cotton,8.64117868913646,36.44714960543525
unknown,31-05-2023,Rice,1.244013269579305,83.56993727973403
West ,08-09-2023, wheat ,4.034597451340469,NA
unknown,02/15/2023, wheat ,9.072824241881975,70.81975666378972
 south,2023-08-16,Cotton,3.89971055167052,52.95006138564655
 south,2023-05-29, wheat ,2.3819611755653582,31.076962740861557
North,2023-08-05, wheat ,4.337424455451398,26.626361731787775
 south,19-05-2023,Maize,0.08664377814835156,62.41602368840141
EAST,2023-05-05,Wheat,2.12276330157459,60.80021678101305
North,03-02-2023,Maize,3.1097597453666386,70.52154332367216
EAST,19-06-2023, wheat ,9.947000311669017,32.69552192710816
West ,06/05/2023,Maize,,28.00122324737526
North,03/05/2023,Rice,4.527219954154275,56.260720634722105
 south,2023-03-16,Maize,10.983109160723739,8.653064244048315
North,06-11-2023,Rice,4.945480460590526,68.5765617168877
North,16-02-2023, wheat ,6.932201378824368,29.180444038950814
unknown,18-11-2023, wheat ,4.389399271066807,13.11206712534978
EAST,09-04-2023,Wheat,2.4486853226457534,62.22699423643818
North,04/21/2023,Maize,7.4967817779495824,90.58475967910246
unknown,01/04/2023,Rice,9.442850558187796,88.14621335970504
unknown,01/12/2023,Rice,8.322887753474054,89.10443856560494
North,2023-07-29,Rice,0.5077294676072883,53.26413568087739
EAST,06/19/2023,Maize,2.5039994694649854,60.18883768268718
North,02/21/2023,Cotton,1.3263856014383828,11.307094422952858
North,2023-03-05,Rice,3.4681283989089082,53.62567378765413
West ,05/06/2023,Rice,11.075490171152719,62.477482402162195
EAST,22-04-2023,Wheat,11.807963300411327,96.4972611660976
 south,03/12/2023,Rice,2.200541206902535,NA
unknown,2023-03-18,Rice,4.466808730394455,7.149721980208145
unknown,02/18/2023, wheat ,7.207982563433557,90.86264087806653
EAST,12/11/2023,Cotton,10.607514120724549,16.12476905799246
EAST,30-09-2023, wheat ,6.693046299732011,83.57776768418411
 south,07-06-2023, wheat ,8.284706217183116,NA
North,17-03-2023,Wheat,6.899110050163877,21.841701955760552
North,12/07/2023,Maize,4.493958514221657,1.698622792438842
EAST,12/11/2023,Rice,,65.86964734597106
North,02/10/2023,Wheat,5.491316149823479,67.88557584120814
unknown,02/10/2023,Cotton,,3.9680902185641687
 south,24-02-2023,Maize,11.495246238507097,71.52016646701314
North,2023-09-28,Cotton,6.605936587969757,28.72279743518017
West ,11-07-2023,Wheat,2.59960279142732,79.20906467721987
 south,2023-06-04,Rice,,48.09289109499852
unknown,13-06-2023, wheat ,6.372424179296705,43.52669351447639
 south,06/13/2023,Maize,10.02156818339396,63.71803712148842
North,2023-06-27,Maize,5.492118708137182,NA
EAST,18-02-2023,Rice,2.8007916877174823,44.16744992831833
EAST,2023-10-16,Rice,2.998617233146454,66.88866978855104
West ,2023-12-08,Maize,1.0717425777161593,NA
North,08/31/2023,Cotton,,39.71351304470269
unknown,12/17/2023,Maize,8.071437331155003,50.9522040436442
 south,15-07-2023,Maize,3.1611228169546632,89.10727874443593
North,2023-01-16,Wheat,11.606838118942404,59.246039770590556
unknown,02/21/2023,Rice,4.866187605002054,NA
EAST,07/21/2023,Cotton,10.965002213032964,34.709677716549855
EAST,12/13/2023,Maize,9.085404183565158,33.50080265542006
 south,2023-09-27, wheat ,1.08107921064002,85.02168764959924
unknown,07-05-2023,Cotton,3.294948133921001,13.276049682488743
North,07/30/2023, wheat ,11.568478010555602,48.26096596924814
North,03/11/2023,Cotton,,65.86408180282015
EAST,2023-11-01,Cotton,9.751005569507239,NA
North,2023-03-07,Cotton,3.6514368370635717,80.24166127303883
North,18-01-2023,Maize,8.710574768855764,82.88973045262979
 south,03-11-2023,Rice,,27.20300973232255
EAST,12/15/2023,Rice,0.5409411937148656,21.000649008335703
West ,20-03-2023,Cotton,6.698347278261969,18.400092853290985
 south,21-07-2023,Maize,2.7021323012912286,NA
 south,03-03-2023,Maize,2.860697548786192,72.11510819367159
West ,21-11-2023,Wheat,9.80309937860302,98.71966448870994
West ,2023-11-13,Maize,7.794009917968862,48.637451011108325
West ,09-07-2023,Cotton,2.9018542408794614,10.147372344621598
EAST,28-11-2023,Cotton,5.146604558804482,20.738307456867787
North,2023-09-30,Maize,0.6675828647171951,10.349907598738483
 south,2023-09-29,Wheat,0.5658473220298657,NA
West ,13-04-2023,Rice,3.204602181388843,26.403728071665522
North,12/10/2023,Cotton,9.866613829337734,69.12257530142328
West ,02/19/2023,Wheat,,49.598877295898156
North,02-05-2023,Maize,6.668419392247505,92.8012592763528
West ,2023-04-14,Cotton,1.1462902846616498,70.94261763111975
West ,09/28/2023,Cotton,9.21221024577753,NA
EAST,15-02-2023,Wheat,,18.36128645665057
unknown,2023-03-06,Maize,10.934518855300691,7.529720891414426
EAST,17-09-2023,Rice,10.95552732313281,2.9369186904300126
 south,03/29/2023,Rice,9.20058805168932,75.8540655949549
North,2023-05-28, wheat ,5.351144920564979,43.66373694570264
North,05/11/2023,Maize,4.231382218103929,19.298609606099117
EAST,12/18/2023,Wheat,1.3266387875321612,26.227516661862317
EAST,2023-06-23,Cotton,9.397221517648799,NA
 south,2023-08-10,Wheat,0.4544987057487484,24.502657620793766
North,2023-01-03,Maize,5.090073198550211,29.08850777200762
 south,2023-04-09, wheat ,1.7731295159547775,14.303624643151736
unknown,01-01-2023,Wheat,3.862485620862337,75.40538409141658
 south,06/02/2023,Wheat,5.761650730806732,28.442707319828553
West ,12/06/2023,Cotton,2.4665365042096266,57.625263596338996
 south,2023-05-02, wheat ,10.307989147146763,18.897405479702954
unknown,04/20/2023,Wheat,5.950291637531093,34.94790148876143
EAST,18-03-2023,Cotton,9.11505713318845,28.58157493263095
unknown,12-06-2023,Rice,9.055504879109938,83.87939380261959
 south,2023-03-29, wheat ,4.477115086195539,45.2700970002407
unknown,24-07-2023,Wheat,9.903734184403719,2.498286677668249
North,10/16/2023,Cotton,2.6514010178274794,30.25060275421683
EAST,2023-05-19,Maize,6.499039016046931,43.03591362105429
EAST,22-04-2023,Rice,8.063669955403215,90.05045554464513
West ,25-02-2023,Wheat,1.315532556383626,84.77199287596898
North,05/16/2023,Wheat,0.21157968466994648,15.80301491557876
EAST,2023-07-20,Wheat,10.894700491084933,3.193429277768034
North,12/08/2023,Rice,7.317676833803022,36.0938502189018
North,2023-05-20, wheat ,7.159144505754159,NA
West ,30-03-2023, wheat ,2.6754678980285633,80.316937688
unknown,11/21/2023, wheat ,11.260812143091243,NA
unknown,2023-09-15,Rice,6.87666092580087,55.51425068959834
 south,03/15/2023,Cotton,7.302528794482168,91.94485261740171
 south,2023-04-04,Cotton,3.288917574089923,54.37053018547415
EAST,2023-08-19,Wheat,5.832032002671726,47.001361213718
EAST,2023-05-04,Cotton,11.37850432149911,74.3432867285131
West ,2023-01-15, wheat ,4.692591141292746,81.3981495558201
 south,2023-12-20,Rice,,NA
EAST,04/21/2023, wheat ,1.3003891454040106,83.78648755610156
 south,10/25/2023,Cotton,8.978865573916972,49.40806023842128
EAST,19-11-2023, wheat ,9.204470385055014,38.73500088019877
EAST,21-01-2023,Rice,4.427194153373529,52.760061908167636
 south,04/12/2023,Maize,7.094212565574962,5.379397538834752
unknown,2023-05-05, wheat ,1.6340961063756736,NA
West ,2023-07-22,Cotton,4.414314615559102,42.64040476365134
 south,11/21/2023,Rice,10.683378043268332,NA
West ,2023-12-06,Wheat,0.14527041606770474,99.42321808849235
unknown,01/05/2023,Wheat,10.648603973466127,NA
EAST,01-12-2023,Rice,2.9681014744786394,20.17807358831275
unknown,2023-08-04,Rice,9.07727466018892,79.69920911881042
unknown,13-08-2023,Wheat,4.341156498204561,NA
 south,05-08-2023,Rice,0.4232055928716818,71.35339924419216
North,14-06-2023,Wheat,8.794906034348038,88.68862855965727
EAST,2023-07-20,Rice,11.264850021145117,2.5198786177538235
EAST,2023-09-16,Rice,2.0604687725652755,NA
unknown,2023-01-10,Maize,5.4544379748650655,57.53234323228267
EAST,2023-01-18,Wheat,6.540308073756957,95.94398186438185
North,16-09-2023,Maize,5.31109353674635,NA
EAST,04/12/2023, wheat ,4.219415166515849,49.087724360977994
unknown,28-07-2023,Wheat,4.700987219213429,45.0940150613809
West ,08/02/2023,Cotton,5.763364279155412,20.70356242774789
 south,2023-11-20,Rice,7.572385536034729,69.12550243810082
North,05/16/2023, wheat ,3.8116303518661843,39.17805812413933
EAST,15-06-2023,Maize,4.934930561311618,39.240534053744035
 south,03/02/2023,Rice,3.8894848734282887,6.60569438506784
North,05/18/2023,Cotton,3.7800278769452236,13.261785006449955
North,07/12/2023,Maize,,NA
unknown,2023-08-25,Wheat,9.836224630577378,63.4996779877816
North,14-03-2023,Rice,8.029764577088853,16.652642093100177
West ,2023-06-11, wheat ,7.3769767832551985,NA
EAST,06/24/2023,Rice,0.0007156799482177512,7.724034144606273
unknown,10-05-2023,Rice,8.651754450269701,11.281071072541604
 south,06-07-2023,Wheat,5.802405801720601,15.80090789179044
North,17-07-2023,Maize,9.333715433772788,NA
North,06-04-2023,Maize,3.2389614988988744,NA
North,31-03-2023,Maize,8.513857487959442,86.1191822079128
West ,2023-11-09,Wheat,,87.08182222471316
 south,2023-02-24,Maize,9.417788753192804,71.03933988955046
unknown,27-02-2023,Wheat,9.404106100466013,97.65742124876857
EAST,2023-04-18,Wheat,0.38827549311637277,85.00933234969854
West ,2023-10-09,Rice,2.1291881876627556,7.072845518271631
North,2023-08-27, wheat ,10.389493850433123,57.30354496468377
North,27-10-2023,Cotton,2.2992661842651496,76.81811289883372
unknown,26-02-2023,Cotton,10.421393898008002,NA
EAST,27-04-2023, wheat ,7.11166610022631,26.26645085955961
EAST,2023-09-12,Rice,0.37603254545259546,34.35912023456618
EAST,17-09-2023,Wheat,9.267101239294774,9.231359795785377
EAST,12/19/2023,Rice,3.2723188203864413,93.88354991793025
North,24-02-2023,Wheat,0.6890293882421346,NA
unknown,29-12-2023,Maize,8.38111189278316,22.20539155203881
 south,09/17/2023,Rice,9.87335801613197,51.96591934182449
EAST,07-10-2023,Cotton,8.19168155904735,69.4775789694785
 south,01/19/2023,Cotton,10.877323368594663,27.999297054726526
 south,2023-01-26,Rice,7.699442748470361,33.56089618552593
EAST,14-08-2023,Cotton,10.186273464280225,6.742043852709956
 south,23-08-2023,Cotton,5.788816114555509,58.34738270124325
North,2023-06-16,Rice,8.39714495499823,70.54678584067187
 south,2023-08-01, wheat ,,NA
EAST,06/28/2023,Cotton,9.953662245791335,96.1761635284137
EAST,2023-02-07,Cotton,10.754646803532886,32.99808637725935
unknown,24-09-2023,Cotton,8.457793379970111,76.8581311564602
unknown,11-10-2023,Cotton,0.23660892413504886,NA
EAST,01-01-2024, wheat ,,5.3670885660968
EAST,30-08-2023, wheat ,11.566615691109716,75.93226204342417
unknown,01/26/2023,Maize,8.518289976439949,75.87184700944346
West ,05-09-2023,Wheat,6.24259352486631,27.69593057337758
 south,2023-10-25, wheat ,10.32614267564569,77.0228470239788
 south,08-06-2023,Rice,5.200687764732503,45.996786242435185
 south,08-03-2023,Wheat,9.181661476799006,NA
West ,2023-03-22, wheat ,4.641043819139318,42.719748168060256
North,30-12-2023,Cotton,0.4718340308546556,56.02910156843643
 south,26-03-2023,Rice,4.662430929195969,27.757647506498305
West ,07/11/2023,Maize,7.04843079386079,44.170843189989654
EAST,09-08-2023,Rice,10.376395062755158,90.1214438574891
 south,28-07-2023,Wheat,11.517943841629613,62.33240598425153
 south,02-01-2023,Rice,,51.83688110874646
 south,2023-07-08,Rice,8.790167558999288,42.25476234030161
North,04/22/2023,Maize,11.07238634105204,33.93865939249721
North,2023-05-22,Rice,9.025647159066969,90.44597934003174
 south,2023-10-19,Rice,9.58450409553281,50.880022981380755
 south,08/01/2023,Rice,,6.989146390870626
unknown,10/20/2023,Rice,3.076816196376049,63.25844398153201
 south,04/09/2023,Wheat,11.945513773580595,6.928148535899393
North,06/01/2023,Rice,3.934110408588867,47.06375450076637
West ,04-08-2023,Maize,11.359788937502119,78.09676677122006
