stationid,observationdate,rainfall,rain_unit,temperature,temperature_unit
S191,2023-05-31,28.429234931788127,MM,27.538838524723534,Celsius
S044,2023-12-09,38.39788214571185, INCH,18.37909557239853, celsius 
S162,2023-06-18,26.79719494645833,mm,24.400680826834645, celsius 
S202,2023-12-15,44.09243262100737,,40.17134995776996,C
S271,2023-02-04,30.150216492402155,mm,15.07653120816207,Celsius
S215,2023-03-10,30.605896460679897,mm,32.402984833755745,Celsius
S296,2023-12-27,18.44530807438833,inch,23.01041520332732, celsius 
S213,2023-01-28,38.41516482847514,,17.633072377936692,C
S208,2023-04-24,25.017780195064503,mm,13.213941651938914, celsius 
S237,2023-05-20,34.5315913362486, INCH,12.417628274430168,c
S338,2023-01-27,25.017780195064503,mm,10.692345581714426,Celsius
S217,2023-11-07,42.73764998300985,inch,29.732340536121768, celsius 
S380,2023-07-31,24.27192176537032,,16.607224096288142,C
S015,2023-02-26,23.126209313895675,MM,15.674117170082223,c
S301,2023-09-23,41.77154515640243,inch,21.5497780034204,C
S065,2023-03-05,46.599708577787005,inch,21.491147776431966, celsius 
S009,2023-06-18,46.16390066649661,,40.16685074384601, celsius 
S129,2023-04-26,16.134426435223105,,31.699791817398104,c
S063,2023-01-24,36.558387420276446,MM,31.71805726832965,Celsius
S081,2023-09-03,46.679576832009, INCH,33.531641085908745,c
S163,2023-04-12,35.57305606429975, INCH,37.72039782691874,c
S041,2023-01-03,25.017780195064503,MM,28.350449775736507,Celsius
S135,2023-09-18,18.450256181254183,mm,34.226131995546325,C
S268,2023-08-01,21.40492966712752,,21.572694499002885, celsius 
S048,2023-08-18,37.10762362447075,,16.792562349395368,c
S062,2023-07-24,44.66047147588896,inch,23.983632099267425,Celsius
S216,2023-10-16,29.115331456248335,inch,37.591308963375, celsius 
S293,2023-02-19,25.017780195064503, INCH,41.735378991170236, celsius 
S099,2023-04-26,22.57333829812157,mm,31.524949256607773,C
S214,2023-03-16,10.220189262358636,MM,44.10766553749348,c
S227,2023-08-21,1.4907203209407638, INCH,14.99069492071705, celsius 
S101,2023-10-30,25.017780195064503,mm,39.03164954838377, celsius 
S131,2023-02-21,22.411991271740227,inch,22.4249996693219,Celsius
S257,2023-09-03,44.68577302928126, INCH,27.091199351433485,c
S218,2023-04-21,25.017780195064503, INCH,21.08297894993109,C
S255,2023-06-23,33.59298404648008,,28.349478129570105, celsius 
S398,2023-03-23,20.89580497102888,MM,41.643479961949765,c
S393,2023-04-25,24.12577262764769,MM,11.288449638280536,c
S207,2023-03-10,38.96688150233709,mm,13.932791912974023,Celsius
S015,2023-03-21,49.25512878640848, INCH,36.13955273349352, celsius 
S179,2023-11-21,27.03867377005356,inch,29.175503035628644,C
S352,2023-07-25,6.329919799627149,mm,27.65431031360708,c
S231,2023-11-07,25.819104868804565,mm,23.622338783930083,C
S241,2023-07-31,1.2927255687873729,,40.9325199890155,c
S388,2023-03-24,39.02045152856894, INCH,40.55565927699024, celsius 
S222,2023-01-31,42.71320200089614, INCH,21.76131311586931,c
S237,2023-04-16,9.228268339723057,MM,10.90743074692183,Celsius
S143,2023-11-23,20.075100736028173,inch,17.388929670786325,c
S036,2023-03-07,46.83450348079277,inch,36.89331778624327, celsius 
S160,2023-03-13,32.85110861317359,MM,22.102934618909465,c
S327,2023-09-11,37.48291693604564, INCH,19.268428307498993,Celsius
S187,2023-09-03,27.19420454896794,,10.047779161299973, celsius 
S243,2023-06-12,41.68212071034295, INCH,unknown,C
S284,2023-11-07,19.59596582656532,,29.80436573550434, celsius 
S066,2023-08-29,25.017780195064503,,41.62664573987291,C
S170,2023-01-08,15.849793349196844,inch,17.02993953955123,C
S045,2023-09-24,3.4501201736935885, INCH,18.998854289680118, celsius 
S062,2023-10-08,1.353626305446631, INCH,10.981453720001575,C
S284,2023-12-23,8.115779146194024,,25.684468670034924, celsius 
S108,2023-04-11,23.167988151751818,inch,27.48189095149377,Celsius
S044,2023-03-04,25.017780195064503, INCH,44.53348660518844,C
S286,2023-08-13,0.9703337172714988,,38.88771730628379, celsius 
S348,2023-05-13,31.09841331456169,,28.452110811419434,C
S231,2023-01-13,25.58254731430644, INCH,19.04450181059833, celsius 
S225,2023-02-18,41.92700705785816,,38.78824919090166, celsius 
S385,2023-07-31,26.856591570952325,mm,26.704479110581076,C
S377,2023-11-16,45.34059017066024, INCH,13.946409782512813,C
S121,2023-03-08,12.218195155423578,MM,30.796236229880503, celsius 
S233,2023-06-06,49.29638326629761, INCH,43.31093473916676, celsius 
S259,2023-12-05,3.248246734108312, INCH,29.38877052081162,c
S359,2023-07-29,0.118270510466284, INCH,24.21269052653974,Celsius
S198,2023-04-11,2.9299304182351382,mm,unknown,Celsius
S318,2023-03-05,40.40254428621154,inch,26.422225274116062,Celsius
S225,2023-05-08,14.81338844440977,mm,14.902965144380664,c
S307,2023-06-12,2.7502391763564447,mm,11.374305318216058,C
S234,2023-05-26,19.792293284997687,MM,17.012351315613255,C
S172,2023-08-28,1.8081507464479616, INCH,21.07980986016588,c
S315,2023-10-10,43.93618022230146,,35.58753695590607,Celsius
S374,2023-06-05,38.08127978496239,MM,33.71901570487304,Celsius
S113,2023-01-07,25.017780195064503,inch,unknown,Celsius
S386,2023-06-28,16.236894397189566,mm,13.075638980391284,C
S113,2023-08-20,18.452782490435688,MM,17.348730206886046,Celsius
S101,2023-04-04,10.421610841934436,inch,39.85799215314459,C
S113,2023-07-30,32.89920397802488,MM,23.84120813528267,c
S054,2023-04-25,23.049430658350968,inch,13.225563349161307,c
S224,2023-06-08,27.394687789875444,inch,36.577050430413664, celsius 
S225,2023-02-15,14.358404699996214,mm,23.59470336899461,c
S385,2023-11-11,19.72638250452721,inch,44.290839707365066,c
S130,2023-03-22,25.017780195064503,,31.3313838233362, celsius 
S218,2023-08-21,36.23878110830064,inch,25.669481783461816, celsius 
S160,2023-04-04,5.745870609780779, INCH,27.568968905797895,Celsius
S247,2023-07-08,25.017780195064503,inch,20.349921019258446,c
S324,2023-03-08,3.34489856743806,MM,35.87037897038668,c
S255,2023-10-13,26.082905309177107,inch,40.7221183049503,C
S325,2023-12-15,34.93775202729593, INCH,unknown,Celsius
S372,2023-02-21,25.017780195064503, INCH,25.705247498169626, celsius 
S395,2023-04-29,39.569430927468666, INCH,14.01754854079638,Celsius
S240,2023-06-07,49.65243977705177,,16.441217492663252, celsius 
S144,2023-06-16,44.82032441709623,MM,25.755861981842997, celsius 
S097,2023-02-26,14.873932918323613,inch,25.47150111832544, celsius 
S201,2023-03-24,47.6808720885881,,14.795056865340545, celsius 
S187,2023-12-06,21.07229436334336, INCH,22.864604807477125, celsius 
S349,2023-11-28,25.017780195064503,inch,44.64325965731739,Celsius
S252,2023-12-26,22.55101379300309,mm,20.557966056908974, celsius 
S352,2023-06-03,19.13715825708529,inch,21.586809371027492,C
S128,2023-06-12,49.54394791035373,MM,11.08806977890237,Celsius
S360,2023-11-21,2.5238354486593337,MM,41.10545971081211,Celsius
S129,2023-09-22,7.976240530134443, INCH,13.91468721597405,C
S099,2023-08-16,47.69865163594337,,19.685426784946387,C
S263,2023-11-08,35.34126864495201, INCH,38.90295080254518,Celsius
S252,2023-11-21,38.877490256563966, INCH,42.917339463523604,c
S144,2023-03-02,21.35723179989964,,21.712854925516545,C
S254,2023-07-21,29.51112150663052,,34.571211475690326, celsius 
S140,2023-09-19,23.19448743286598,MM,30.916861570682393,C
S037,2023-03-06,5.08613201002327,inch,20.635922686837894,c
S009,2023-03-24,29.0658042818, INCH,32.14072226826784, celsius 
S233,2023-03-31,45.14739491859069,mm,36.92189360333097,Celsius
S208,2023-01-31,44.76919819279972,MM,16.94041573269243,Celsius
S131,2023-06-17,25.017780195064503,inch,40.96803140652374,Celsius
S152,2023-12-02,12.196805339494292,,23.16194542692938,c
S120,2023-07-20,20.944188228854504,mm,19.431687457017762,Celsius
S104,2023-08-21,39.111003700031134,MM,38.21477739378875,Celsius
S254,2023-09-05,14.233578102029616,inch,30.577300323362017, celsius 
S227,2023-03-20,28.497381854376403, INCH,17.123407180229165, celsius 
S112,2023-12-25,12.46889027817168,inch,10.350883477463492,C
S338,2023-04-01,0.3838670870667082,inch,21.80810404403968, celsius 
S163,2023-03-12,6.503674313883695,MM,18.9986579737899,Celsius
S169,2023-04-24,32.20688697189738,,38.845857487052946, celsius 
S161,2023-01-07,20.569103459660028,MM,26.09738912457885, celsius 
S068,2023-12-08,4.429831044717403,inch,33.924397434443435,C
S277,2023-11-18,49.71691643308597,mm,unknown,c
S195,2023-03-04,48.82235403691213,mm,43.7013381509831,c
S371,2023-07-24,8.248499761951761,mm,19.80607625373302,c
S038,2023-01-13,23.495881962672104,inch,31.491036925743895,c
S051,2023-11-02,47.3512201073131,mm,44.905966552722546, celsius 
S283,2023-09-28,24.10709073278965,,12.662894637221626,Celsius
S027,2023-10-05,35.655326331548395,,21.478358126434742,c
S226,2023-12-14,36.64477326685041,mm,38.43331770805048,c
S286,2023-11-05,41.03785703970128, INCH,34.01134621625117,Celsius
S284,2023-01-01,9.84549442557991, INCH,25.695886492655532, celsius 
S317,2023-12-26,36.44525550987181,inch,11.200733334505387,C
S192,2023-01-29,46.22463336021862,mm,35.54413011875484,C
S049,2023-11-02,45.00451132827295,mm,41.36200047582658,C
S017,2023-01-11,40.39532431678538,inch,29.476067924820175, celsius 
S046,2023-04-24,0.217025690765793,,38.88772441591024,c
S373,2023-06-06,11.554947308440006,,40.895284809573965,C
S006,2023-01-11,35.690437273424365, INCH,20.483951570080148,C
S037,2023-12-02,18.914485812227465,MM,44.465627139237256,C
S280,2023-01-06,35.36369355956323,inch,32.22862872682873,Celsius
S181,2023-08-15,0.7925992480060096, INCH,41.90115472909969,c
S095,2023-03-24,9.007672938361432, INCH,16.549694076198968, celsius 
S099,2023-12-19,46.90945615278102,inch,26.70941827704843,c
S253,2023-03-22,11.729543448547592,mm,39.06191388508971,C
S256,2023-11-08,13.737933684676973,mm,43.8952276605453,Celsius
S281,2023-02-06,27.42189974226773,mm,32.362098281956406, celsius 
S223,2023-12-26,14.952523382975356,inch,17.413958230803296,Celsius
S054,2023-11-18,34.740821463800415,mm,13.042025781612221, celsius 
S058,2023-03-05,25.017780195064503,inch,13.007636012011659,Celsius
S174,2023-02-19,47.98173323171036,mm,11.88518525857227,c
S280,2023-06-08,16.387178450634394,inch,26.639493777933755, celsius 
S288,2023-05-16,27.025333874059047,inch,21.68035011362985,C
S342,2023-04-27,2.4845964911146714,MM,12.062566492406123, celsius 
S151,2023-12-18,9.558367249559309, INCH,12.106135890366534, celsius 
S127,2023-01-08,40.63467901501967,mm,38.04565119952455,C
S155,2023-03-04,39.69373833628694,inch,18.949021579263537,C
S299,2023-07-27,39.980133325479095, INCH,37.920236427099965, celsius 
S246,2023-04-29,23.526518457232537,inch,30.949513080083705,c
S176,2023-01-06,46.32695498354471,MM,11.230995957217385,C
S170,2023-03-07,40.34799877644267,mm,unknown,C
S247,2023-01-21,31.938259057503736,mm,41.01618692775867, celsius 
S306,2023-07-16,46.71143980842759, INCH,26.58843355006177,c
S013,2023-03-04,3.7927966054752185,inch,29.196541453436176,Celsius
S316,2023-06-08,26.47354741645289,,23.716931371952406,Celsius
S020,2023-04-11,39.90905082095465,,42.221779812325565,Celsius
S321,2023-10-21,0.504661922383437,MM,38.902125946147734, celsius 
S142,2023-11-24,9.143370548279124,mm,unknown, celsius 
S143,2023-05-24,11.585907810977965,,22.060104247340547,C
S215,2023-10-15,32.96825976254861,inch,33.86296719344645,Celsius
S342,2023-12-02,25.017780195064503,mm,18.129842555733738,C
S051,2023-10-14,29.455553269629497,MM,35.01658782325861, celsius 
S314,2023-03-18,4.45241375113608,,19.950737109643644,C
S058,2023-01-18,35.1050193556249,inch,40.5205771325484,Celsius
S342,2023-08-27,45.26333961535242,mm,34.30248515077753,C
S305,2023-03-10,46.59197776066194,,unknown,C
S170,2023-12-24,33.54976979467182,inch,16.420415105219927,c
S271,2023-05-25,6.592305469804577,mm,40.213678071236046,Celsius
S264,2023-07-29,47.1531996930467,,18.269828333093855,Celsius
S060,2023-12-24,29.23874588751821, INCH,23.0767103945697,Celsius
S108,2023-11-21,20.17776837064003,mm,31.096290997463655, celsius 
S005,2023-12-15,26.91344125785141,,26.385965059084015,Celsius
S365,2023-03-22,19.745605511533203,MM,40.523136605715436,Celsius
S047,2023-07-09,47.73290209867415,inch,14.233834660095013,Celsius
S311,2023-12-26,25.050210792979748, INCH,21.860565137003995,C
S106,2023-10-30,18.76102508868997,,25.741285246612154,c
S147,2023-12-24,13.307623330142542, INCH,40.52455376879168, celsius 
S120,2023-11-25,47.79554515164738,mm,unknown,c
S319,2023-08-01,25.017780195064503,,34.949147701879774, celsius 
S092,2023-11-24,3.897042741787416,MM,18.929051979550067,Celsius
S058,2023-08-08,10.033537041534837,MM,22.441792021303364,Celsius
S229,2023-05-24,49.48383138848608,,38.57716296402897,C
S318,2023-03-30,39.57402569512058,inch,41.6597192682195,C
S279,2023-12-01,0.9364907625997844,inch,23.812556710123115,C
S129,2023-07-30,49.98517296597849,inch,19.621036244904523,C
S096,2023-12-03,20.83611285599568,inch,40.81563013423619,c
S118,2023-06-26,3.075028134219032,,44.22244372474114,Celsius
S278,2023-10-13,15.20536377583112,mm,20.77662690563061,C
S349,2023-04-24,14.89473477255872,MM,44.26354195514037, celsius 
S076,2023-01-07,2.2906889931642582, INCH,20.900435678631098,C
S154,2023-03-20,35.59845611956188,MM,17.611937995247306, celsius 
S086,2023-04-17,21.699589348155676,mm,33.72104085773773,c
S285,2023-12-22,11.053801709382077,mm,unknown, celsius 
S238,2023-03-26,32.48472789972451,mm,40.35371843533543,C
S400,2023-10-13,5.348633094854399,mm,unknown,Celsius
S341,2023-09-30,41.66242375765945,mm,22.644269154337586,c
S039,2023-12-30,25.017780195064503,mm,29.41164744618086,Celsius
S100,2023-10-01,18.41122876405888,mm,24.65100244519376,c
S289,2023-05-11,1.6093209024811206,inch,41.948534436335166,c
S254,2023-04-30,21.817226541371493,inch,42.67154592342747,C
S357,2023-05-05,35.326250888098635, INCH,34.7534435948514, celsius 
S010,2023-01-10,25.017780195064503,,29.646510868761496, celsius 
S246,2023-11-15,5.612986018983252, INCH,33.76902843070009,C
S100,2023-06-06,25.017780195064503,inch,34.98075411232702,Celsius
S290,2023-07-30,26.658894613959667, INCH,42.06095387895559,c
S180,2023-01-16,38.128443828696746,mm,29.451895812156895, celsius 
S223,2023-10-03,37.70842988694682,MM,37.419370016763764,c
S394,2023-11-19,8.33619274938468,,22.529599071074937,C
S096,2023-05-18,25.017780195064503,MM,34.819569288907616,Celsius
S257,2023-08-09,8.413963199829288,MM,16.468419803312585, celsius 
S384,2023-01-12,20.743773213914245,mm,27.55632336021069, celsius 
S178,2023-12-30,20.62466993510453,MM,30.56282872969165, celsius 
S380,2023-09-12,43.22336381693473,MM,14.84304270074579, celsius 
S065,2023-09-15,10.346349012195066,inch,34.92114754268719,C
S168,2023-09-24,31.56383711028678, INCH,26.155533477182868,c
S043,2023-03-21,27.40413783678492,MM,36.47806390122678,C
S285,2023-11-06,20.371260046085062,mm,20.302749957405503, celsius 
S012,2023-09-27,25.09455162510829, INCH,38.02542687392365,c
S264,2023-03-07,25.017780195064503,inch,10.695677021020483, celsius 
S093,2023-03-17,24.1684486475514,MM,16.8283856367454,c
S090,2023-05-26,4.878627022410786,,22.741859150679005,C
S115,2023-10-07,22.21526297689429,,13.594874299131849,Celsius
S196,2023-03-04,9.328958958042533,,10.41701468086395,Celsius
S114,2023-05-26,25.017780195064503,inch,25.073441656610104,C
S075,2023-08-12,19.575527051981496,,24.806841532016186,c
S394,2023-05-18,10.014478462065506,mm,31.872744441092145, celsius 
S192,2023-12-09,17.76555310965363,MM,29.707311668095464,c
S099,2023-08-31,25.017780195064503,inch,unknown,Celsius
S036,2023-04-12,27.007430875123887,mm,17.42488596636113,c
S096,2023-02-22,17.443626728255413,MM,13.701065794255232,Celsius
S151,2023-09-05,34.011839209257936,mm,41.990869864566434,C
S224,2023-10-05,25.017780195064503,mm,35.20806644471709, celsius 
S268,2023-01-23,48.06308774563281,,40.49365885881952,c
S183,2023-05-18,2.471076844587894,MM,43.48659499034559, celsius 
S279,2023-10-24,32.27571336607601,inch,44.97623522028458,C
S217,2023-01-12,40.876669204233,inch,16.97381495243951, celsius 
S273,2023-06-04,17.572285211708856,inch,29.833920946884795,c
S369,2023-08-29,14.947748522283185,mm,35.36230172429052,Celsius
S062,2023-12-18,4.2797443500166015,,17.62855177585911,c
S368,2023-12-18,18.42321436894668,,17.133237081496574,C
S342,2023-05-08,7.356261423639632,MM,37.10037411880943, celsius 
S177,2023-09-24,25.985062802623148, INCH,37.71630119441576,c
S100,2023-06-04,1.5570404456298923,,37.365405693094125,C
S076,2023-09-14,15.880732614981524,MM,41.96021858094215,C
S284,2023-04-07,15.861186688548024,inch,42.394999548190896,Celsius
S223,2023-12-29,12.275493636602231,,42.620927948064484, celsius 
S099,2023-09-23,39.54599360574423,,13.945889495225918,c
S396,2023-03-29,16.4430720738672,MM,24.018684972460434, celsius 
S025,2023-03-25,10.858003128634865,MM,40.227888080191676, celsius 
S379,2023-01-01,45.58110212744712,mm,39.98626044566389,c
S151,2023-03-23,48.7830496543284,inch,42.34801465246024,c
S144,2023-07-07,28.04183961586666,MM,25.91036311649013,C
S057,2023-03-21,25.017780195064503,mm,35.03327213445881,Celsius
S186,2023-02-03,19.146844053623784,mm,unknown, celsius 
S223,2023-10-23,28.214299935898257,inch,18.10178694276857,Celsius
S122,2023-09-10,22.773081255015114,inch,30.694327265636723, celsius 
S235,2023-05-29,41.20388035562128,mm,20.003589726146046,C
S331,2023-09-22,1.7683468663450552,MM,14.594796363797077,c
S076,2023-12-21,1.014209748576178,inch,43.2629474710381, celsius 
S009,2023-08-26,22.541807055087776,mm,27.63002372361183,Celsius
S253,2023-09-03,12.78256268731649,MM,26.434068091593762,C
S230,2023-09-14,7.851605194718514, INCH,17.107915767870765,C
S393,2023-12-21,14.658461883157475, INCH,23.50528050286274,c
S194,2023-06-06,28.731757336951336,inch,36.33622964998219,c
S029,2023-02-20,24.622899557474003,inch,34.805313929825765, celsius 
S339,2023-07-24,25.017780195064503,mm,21.388342250036533,Celsius
S136,2023-03-29,27.385482961002168,,33.41695875872905,c
S365,2023-11-29,6.819744085721647,inch,15.737775433386043,Celsius
S321,2023-04-06,23.0790071350759,MM,25.630850632067983,Celsius
S327,2023-11-08,47.87621531503552,inch,42.36133650070589,C
S217,2023-01-10,25.017780195064503,inch,38.643880929382235,Celsius
S252,2023-03-03,26.325434602914573,mm,13.29116170183833,c
S275,2023-03-30,45.01497671732088,mm,40.11386097102405,c
S364,2023-01-20,18.07900628684308,inch,35.042255138263414, celsius 
S182,2023-03-08,3.8064768902579593, INCH,41.991632712108554,c
S091,2023-11-29,20.68767584215078,mm,28.825331256924272,C
S202,2023-10-30,1.1539946621301034, INCH,23.3291258649627,C
S039,2023-01-31,4.550773733251079, INCH,43.99220138563942,Celsius
S141,2023-12-26,27.16858420098941,,26.98406940937416, celsius 
S242,2023-03-27,30.61327823308416,inch,25.27179578596352,c
S220,2023-10-27,47.250685463558, INCH,33.73088262936972, celsius 
S126,2023-09-18,19.8243358198999,mm,30.58744285730949,Celsius
S058,2023-07-08,25.070345318083515, INCH,26.609032566718046,c
S148,2023-08-28,15.084417952819212,mm,27.074611908409786, celsius 
S383,2023-11-19,0.3534512614579987,mm,23.706877139461994,Celsius
S361,2023-03-18,42.934889235948006,inch,44.09328396396348,C
S001,2023-01-02,3.29759282819882, INCH,39.394393304269585,Celsius
S348,2023-07-31,35.95517312742575, INCH,23.68198949223835,c
S190,2023-01-17,32.07745742893407,,19.504832045601123,c
S312,2023-09-27,46.42989759920741,mm,26.932469260634953, celsius 
S134,2023-02-01,37.895597270262535,mm,36.0021372631059,c
S173,2023-01-29,27.466501783503745,MM,12.176886111723178,c
S317,2023-06-02,29.40222648566812,,35.82798287968294, celsius 
S203,2023-06-06,15.958522080980808,MM,43.75833033982089,c
S252,2023-04-22,12.314647854259553, INCH,23.659525368809447,c
S229,2023-03-13,22.353545489445143,mm,16.21048011413398, celsius 
S164,2023-10-19,25.017780195064503,inch,30.18958653826547, celsius 
S147,2023-09-29,25.017780195064503,mm,25.828486561223336,Celsius
S047,2023-08-08,32.7085783994604,,29.804511962440774,C
S001,2023-12-07,5.13886585309527,inch,21.531591551267226,c
S373,2023-11-17,2.2410753094693368,inch,38.49910725986433,C
S054,2023-02-20,2.5187818116592986,MM,36.3982575530639,c
S224,2023-12-31,42.33189663406413,MM,24.145951205361847, celsius 
S156,2023-09-15,2.868491863285477,inch,26.02803257881516, celsius 
S373,2023-01-02,46.55526328743016,,15.929596490598529, celsius 
S008,2023-12-04,4.459619747318161,,33.39925682857453,Celsius
S122,2023-03-25,47.97753639483371, INCH,16.2217581347438,Celsius
S164,2023-08-16,24.726949693478783,mm,18.199370119479642,Celsius
S090,2023-11-14,15.63020441584355,inch,33.0833922952689, celsius 
S136,2023-02-04,26.85402952091109,,33.67229522122321,c
S186,2023-01-18,32.13465993496385,,22.421413551746717,c
S316,2023-04-10,24.065137474396572, INCH,30.179804733688684,C
S041,2023-01-16,28.03609542658117, INCH,22.458066310562785,c
S228,2023-09-19,20.304395371497897,,11.823060631735924,Celsius
S145,2023-01-27,46.953264359114655,mm,30.521009592284866,Celsius
S212,2023-01-13,28.430674979826907,inch,28.926856045318765,C
S220,2023-04-11,2.7499798113742147,MM,29.97702089944414,Celsius
S397,2023-12-30,0.985906595645597, INCH,38.36509252376641,Celsius
S046,2023-09-17,20.29493159469728,mm,18.52468764722316,C
S035,2023-05-08,48.31833385872519,inch,30.41358745811622,c
S253,2023-11-12,25.017780195064503,MM,unknown,Celsius
S197,2023-05-26,43.97483099872117,,29.270188795526145,c
S286,2023-04-06,15.027030091322786, INCH,35.17078902766675,C
S242,2023-03-29,9.597152015618049,MM,37.746909658665544, celsius 
S365,2023-05-03,43.914040125301234,inch,22.0228779819227,c
S119,2023-05-05,36.308911524409126,inch,37.126305746552866,Celsius
S239,2023-11-04,7.088812533786404,,27.259046679231698, celsius 
S177,2023-07-31,11.694050141424878,MM,24.250749877111865,Celsius
S283,2023-11-03,14.817928551233612,mm,15.355869170808358,c
S177,2023-04-16,7.162326763474297,mm,35.37805297165281,c
S385,2023-02-03,28.85818558655733, INCH,19.205773995742636,c
S197,2023-05-31,15.699723152843514,MM,43.21181907185535,c
S351,2023-03-21,15.427894478095144,,44.01377101384245, celsius 
S133,2023-05-08,41.5624241046437,inch,36.50244828653705,Celsius
S259,2023-10-05,13.163627641762057,MM,13.838495435636359, celsius 
S023,2023-10-06,31.544341658366275,,28.957884847224218, celsius 
S202,2023-04-24,4.31726657051369,mm,23.414855641478717,C
S083,2023-02-13,17.082961989282065,mm,44.0815075458361, celsius 
S145,2023-01-02,40.63556137229838,mm,42.208631914205384, celsius 
S085,2023-11-01,20.912816522204388, INCH,12.63056293041678, celsius 
S078,2023-07-22,49.93138245156696, INCH,12.52792124083058,c
S366,2023-11-16,25.017780195064503,MM,32.012620714483546, celsius 
S001,2023-09-22,25.017780195064503,MM,34.251293801445016, celsius 
S051,2023-05-16,22.972322206792462,mm,28.34928940342303,c
S173,2023-04-22,46.79995259698367,mm,18.26422998950033,c
S205,2023-11-26,21.065248828983112, INCH,18.659004059613686,C
S072,2023-11-20,31.36312434213068, INCH,44.61013036997618,c
S154,2023-05-20,17.60413625381491,inch,23.59957778680785,C
S162,2023-04-10,16.931473400895204,mm,23.021985180094795,C
S118,2023-01-30,36.29063061303519,inch,25.032945757270404,C
S268,2023-08-17,32.24831614974421,mm,24.38550548069091,C
S054,2023-10-07,15.667234498865396,mm,17.969518516048872,c
S236,2023-10-14,17.656922159056222, INCH,11.575870236966754,Celsius
S313,2023-10-12,47.31383738761141,MM,27.883329572877802,c
S112,2023-08-30,19.67804411096677, INCH,31.96877109612658,C
S255,2023-03-11,38.176389858231126,mm,26.117272906998167, celsius 
S341,2023-07-30,40.41069635440376,inch,19.62361230388801,c
S066,2023-12-24,25.017780195064503,inch,12.697714417741226,Celsius
S103,2023-07-19,44.33441138892598,inch,38.55139566047068,Celsius
S338,2023-05-16,37.54149419664658,inch,24.464958045654406, celsius 
S286,2023-01-13,9.866252123961438,mm,17.87070575157193,Celsius
S335,2023-09-18,26.736467734116463,inch,20.879133086656815, celsius 
S249,2023-07-07,40.20867374463983,inch,31.427778147200293, celsius 
S030,2023-09-15,40.37325254260376,inch,12.15458676706613,Celsius
S106,2023-04-03,26.2380377480391, INCH,28.35298490129655,C
S133,2023-06-11,38.99039881013093,inch,22.30930822674285,Celsius
S138,2023-03-29,44.61666381754327, INCH,14.616294278109836,C
S184,2023-01-12,19.436663227323287, INCH,21.628678558143733,Celsius
S273,2023-12-22,14.004220757510373,inch,11.96793864778046,Celsius
